UnitID,Institution Name,Total expenses-Total amount (F1819_F2),Total expenses-Total amount (F1718_F2_RV),Total expenses-Total amount (F1617_F2_RV),Total expenses-Total amount (F1516_F2_RV),Total expenses-Total amount (F1415_F2_RV),Total expenses-Total amount (F1314_F2_RV),Total expenses-Total amount (F1213_F2_RV),Total expenses-Total amount (F1112_F2_RV),
134945,Jacksonville University,106821313,98073680,94701439,88651118,80096454,73303678,70615258,68339618,
225885,Jarvis Christian College,19640441,18223521,18537646,19462572,16984380,15590542,16017017,11930450,
192040,Jewish Theological Seminary of America,38284990,37067430,37285658,37690274,39271685,39727136,39135973,37371953,
107141,John Brown University,52394575,51988504,52240122,50095792,50142105,47994017,44745957,44210702,
203368,John Carroll University,96588487,97609181,100559390,95038568,94400244,90770453,88929631,86988097,
116712,John F. Kennedy University,22373552,25763004,27054033,24398510,24943755,23754796,26166957,24918129,
462354,John Paul the Great Catholic University,7669480,7219583,6812528,5889010,4980389,4673676,3708763,3162163,
162928,Johns Hopkins University,6277380000,5875239000,5624242000,5332285000,5091368000,4901327000,4698581000,4445646000,
445708,Johnson & Wales University-Charlotte,41461437,,,,,,,,
439288,Johnson & Wales University-Denver,30690576,,,,,,,,
414823,Johnson & Wales University-North Miami,32560275,,,,,,,,
217235,Johnson & Wales University-Providence,195405787,314957925,343941706,336278052,329194172,329652443,326664555,331799383,
198756,Johnson C Smith University,46625074,43392898,43534097,47220014,44854333,44257792,47272095,44080841,
220473,Johnson University,23771977,22376275,21852234,23673796,21226639,18931620,18380079,18757722,
132879,Johnson University Florida,5507361,4132062,4411763,4457799,4502690,4737471,6077584,5917308,
101541,Judson College,9634073,9895262,9523190,9438567,9724333,9197223,8984976,9080267,
146339,Judson University,22769192,23885303,24289707,24886341,24964863,22063683,23027729,24008026,
461139,Jung Tao School of Classical Chinese Medicine,778276,762056,704798,651540,641423,661209,650721,642516,
213251,Juniata College,57047917,55087905,55806576,52964631,52808995,49283612,52155133,52678684,
170532,Kalamazoo College,58054053,57090763,57551759,57964176,51823867,54442825,49330361,54881919,
155308,Kansas Christian College,2899180,2762053,2287153,1924664,1501952,1362623,,,
177746,Kansas City Art Institute,21501219,21386213,21589731,19052919,18212668,19009464,19116915,18363728,
179812,Kansas City University of Medicine and Biosciences,66694360,61997007,53454594,49917547,46143546,48629524,44418359,38793877,
490601,Kansas City University of Medicine and Biosciences-Joplin,,,,,,,,,
155414,Kansas Wesleyan University,17993741,17291561,16683250,16076683,15308280,14994853,14199093,14754565,
440031,Keck Graduate Institute,36117253,33610026,29973610,24322934,21523088,19089243,15468635,14711701,
192165,Kehilath Yakov Rabbinical Seminary,1714771,1535026,2497292,1964647,1894067,1270619,1114063,901928,
135081,Keiser University-Ft Lauderdale,377330418,373166357,359241452,356642471,326518000,315817295,324690454,293547117,
177816,Kenrick Glennon Seminary,8754492,8309439,8262538,8320482,8009505,7547382,7128886,7550747,
157100,Kentucky Christian University,12703809,12538229,12318649,12935507,16208452,16761636,16847423,16234364,
157030,Kentucky Mountain Bible College,2014508,1962598,1872581,1681835,1799540,2201339,1157203,1238923,
157076,Kentucky Wesleyan College,17347980,17588267,17024871,16319465,15161437,14432594,14404580,15019663,
203535,Kenyon College,123938372,118759643,113338187,110751943,106273410,105403758,100921948,98559373,
203544,Kettering College,15548229,17410690,16967931,14068980,13646945,13695645,13524394,13672443,
169983,Kettering University,65699329,63824209,62622064,58287511,54934824,53734267,51373719,50902703,
192192,Keuka College,39640503,42397075,42969478,42932232,41901789,39567337,38548638,37176051,
213303,Keystone College,27622261,27800135,26887457,26615706,27219630,27140560,26822166,26625742,
220516,King University,30796059,33251568,36335767,37098135,36003157,34895423,27389943,24854825,
213321,King's College,64593108,62262214,60301139,58505924,56627307,54090777,55519958,56410480,
146427,Knox College,50996302,51039364,50249096,50269060,48174666,46065575,45514834,45817889,
171881,Kuyper College,4943427,5080813,5886058,6369477,6445248,6786963,6665200,6617043,
213358,La Roche University,31021222,30537881,29978590,29361274,27664020,27842636,25810685,24913744,
213367,La Salle University,116477975,114991804,116721847,120773020,129711576,124765120,118273531,130238555,
117627,La Sierra University,77932354,80935887,82207562,78878355,76774877,75387536,68926798,65213930,
165264,Laboure College,15800475,15638166,14423010,13088421,11440599,10787813,9673369,9460154,
213376,Lackawanna College,28657488,25842209,26260655,25464250,24424557,22404366,21935290,21201484,
213385,Lafayette College,175359000,170213000,167080000,158656000,152562612,147501908,143420226,136410626,
140234,LaGrange College,32869329,33244861,31174038,33331296,29153942,29266383,28941316,28053064,
117168,Laguna College of Art and Design,16516565,14676758,13337737,12549403,11328723,10562138,9460847,8859919,
203580,Lake Erie College,20970853,21029781,20939031,21193802,22381261,22546387,22458677,24012294,
407629,Lake Erie College of Osteopathic Medicine,92271974,87900860,84371042,77058341,69071741,61937140,56010855,50284341,
146481,Lake Forest College,59874388,57971581,53959712,55313917,55296680,54040255,50491234,48533546,
146490,Lake Forest Graduate School of Management,9619320,10169431,9759541,9715482,10752659,12030842,11410304,12328197,
238980,Lakeland University,33438227,32116585,32393279,32598959,35143852,35950581,34399731,34683658,
146533,Lakeview College of Nursing,3501052,3726767,4186368,4174624,4108309,3892147,3588481,3613296,
213400,Lancaster Bible College,31892238,29902234,29345060,28272903,26577565,24373213,21454620,17609036,
213446,Lancaster Theological Seminary,3987343,3717693,3674500,3715141,3742680,3682741,3591422,3773913,
247649,Landmark College,27576370,27119589,27403284,26613168,26742492,25442972,24627834,24478065,
220598,Lane College,24167940,24730896,24559694,22555155,22523140,24729994,25024538,29510971,
166391,Lasell University,62367702,61493540,60133108,58766572,56067624,52461508,49079728,45367160,
170675,Lawrence Technological University,71521775,67280131,67718803,65423703,63142669,57175273,56606193,55735709,
239017,Lawrence University,71946632,71116642,68909660,67584663,66116089,61375007,58324899,59089865,
192323,Le Moyne College,85721866,85066792,84518552,80704321,76167664,73470082,70673342,68822482,
220604,Le Moyne-Owen College,15971166,15806461,17341411,17774236,17606506,17349084,16780626,16744126,
213507,Lebanon Valley College,57486783,55385369,55973847,54366783,53045307,54370628,51928711,50553467,
220613,Lee University,76017456,73299851,68755363,64143092,63389137,59734742,59468308,58338096,
198808,Lees-McRae College,20979157,19127419,18818552,18148484,17553466,15615732,15178072,14923087,
213543,Lehigh University,415438000,405275000,387720000,374019000,367726000,350484000,341591000,331442000,
198835,Lenoir-Rhyne University,55500041,52574136,50319505,46687339,38474014,36337822,35121746,34829281,
166452,Lesley University,110130536,107329603,105902208,103448191,99127849,102371395,107492354,105915044,
226231,LeTourneau University,53502413,52618767,51217509,53057613,53494086,49927117,51753709,51902304,
209056,Lewis & Clark College,122443806,123352664,122570018,122104182,121027472,120849267,119539834,113780463,
146612,Lewis University,113985060,134647342,125396652,121607949,122941871,117986211,115188660,111932324,
157207,Lexington Theological Seminary,2869327,2795870,2800577,2655292,2718629,3093738,2536478,2439568,
232557,Liberty University,724505364,678257287,672027537,638195135,591381838,539231920,469506556,417055714,
117520,Life Chiropractic College West,23157601,21471632,21263942,20311363,18280378,14692233,11488633,10445468,
117104,Life Pacific University,11769443,10475394,9935521,9237554,8335314,7188257,7537767,8633145,
140252,Life University,74303137,74835723,68006742,63515861,61272866,57488326,55190889,51189122,
218238,Limestone University,36161109,38262454,40894959,39493013,41727804,38883859,35477892,34295928,
146667,Lincoln Christian University,10099189,10428415,10497794,11246084,11973947,13151928,15756389,15694227,
146676,Lincoln College,18744537,18566556,18689815,19108153,18392707,17983838,17979978,19562673,
220631,Lincoln Memorial University,121002430,117722658,106011269,94602137,84823375,83178346,80736148,72583694,
117557,Lincoln University,5420146,6010506,7092186,6209493,5123392,4298996,3654082,3319394,
177968,Lindenwood University,147808693,153233364,152868455,151167302,146363731,136185339,130641139,118845782,
157216,Lindsey Wilson College,37137493,37789828,39580822,38148657,38241777,37397486,38819712,37538622,
209065,Linfield University-McMinnville Campus,66399583,66092820,65931944,66154761,63671653,63951747,62653461,62527153,
437325,Linfield University-Online and Continuing Education,,,,,,,,,
437316,Linfield University-School of Nursing,,,,,,,,,
219976,Lipscomb University,159017754,145860020,141061952,137018783,130458648,123114251,115025888,107107750,
198862,Livingstone College,30248292,30461022,29485669,30812617,32518756,28663007,25435715,25973774,
177986,Logan University,32551927,31339709,29219606,27707487,26529484,24976258,25249584,24309813,
117636,Loma Linda University,307760000,307318000,291996000,302079000,283321464,269707850,260706335,253825783,
192448,Long Island University,327405941,343330994,150713843,158119160,158548678,160982898,169811443,175603078,
166489,Longy School of Music of Bard College,6762402,6409351,7434133,6714012,7713195,6559005,8317141,7185924,
153825,Loras College,40955107,45968819,38800423,40625253,43505189,40574308,39846023,45030280,
159568,Louisiana College,24169838,22385721,21545179,22388208,22296344,24245193,23341564,24937854,
157298,Louisville Presbyterian Theological Seminary,8791745,8347745,8854577,8841621,9299466,9698805,9296677,9471940,
203757,Lourdes University,28816507,28529223,28626776,28060708,30761618,32841792,33905713,33496178,
117946,Loyola Marymount University,393768000,370823000,360600000,350211000,334697000,319953000,313652000,304452000,
146719,Loyola University Chicago,563509592,552072620,538882144,528619497,520146461,505279235,478366220,445893003,
163046,Loyola University Maryland,202885205,203449599,206130449,198950978,197844142,191956392,182464359,175208621,
159656,Loyola University New Orleans,100298000,108273000,118522000,120902000,122062588,129151170,138218281,131322767,
226383,Lubbock Christian University,37823500,34320924,34454436,33573276,32134763,30586772,30940945,29169626,
153834,Luther College,74498624,75459683,79637743,77808965,81297765,79118560,76171422,76056842,
135364,Luther Rice College & Seminary,4499083,4753565,4892044,4926733,5054402,5148398,5078771,4825523,
173896,Luther Seminary,16464180,16431155,16524198,17660790,19065804,20043047,24187026,24359191,
146728,Lutheran School of Theology at Chicago,11855858,11241976,10722142,12646736,9077901,8649207,8686199,8262113,
213668,Lycoming College,43290381,43953517,44564168,43583979,40293176,36441364,33775173,33155058,
132657,Lynn University,96743313,91941895,83132623,78014232,71505728,65245201,68423081,65577531,
106342,Lyon College,27439017,25207819,22976054,22264206,20484641,18066802,18032367,17256576,
173902,Macalester College,122464000,115489000,114089000,111603000,105913000,102196000,99349000,98441000,
192624,Machzikei Hadath Rabbinical College,2031899,2095841,2012517,2081090,1706455,1801682,1274325,1017380,
146825,MacMurray College,14854702,14237152,13972604,12458976,11896654,11464822,11027262,10607809,
170806,Madonna University,46852440,43720346,42140225,41618271,44253132,45591465,45228731,42592268,
182917,Magdalen College,2295488,2166000,2480000,2271300,2153000,1870300,,,
153861,Maharishi International University,33021000,32041000,31733000,32555000,31400000,29051000,27514000,25681000,
161509,Maine College of Art,15480952,14909279,13578040,12907280,11926204,11152093,10405581,10174595,
161022,Maine College of Health Professions,3154707,2940389,3005721,3118036,2938779,2502973,2545070,2752971,
203775,Malone University,32864139,32005929,33172512,31718620,35218035,35411880,38510193,39843597,
151777,Manchester University,45802250,44230353,45474269,40525307,37837536,36510721,35168720,31721695,
155496,Manhattan Christian College,5215637,5835359,5282918,5400513,5289984,5333279,5699023,6232541,
192703,Manhattan College,142834957,136249532,130614059,128249659,119482857,109217783,105953369,99848192,
192712,Manhattan School of Music,44854583,42931621,40644881,40106909,38471430,36615689,36562589,35548440,
192749,Manhattanville College,61090721,60637313,61023245,61990689,61017187,60181906,62280357,63888484,
213774,Manor College,10582145,10003481,9815991,10332480,10620720,10571140,10713712,10333228,
446394,Maple Springs Baptist Bible College and Seminary,262314,278347,318489,295801,283326,354625,321937,306706,
239071,Maranatha Baptist University,16639796,15659804,15857738,16251559,15625795,15419152,14935165,15648719,
192785,Maria College of Albany,12041564,11581830,10756593,11182514,9579474,8385163,7634874,6721721,
151786,Marian University,96302658,88356473,82012159,103256421,89357872,65102012,50053051,49045271,
239080,Marian University,32133969,30510493,32372517,31681372,32589285,31880886,32337378,31758702,
203845,Marietta College,49719743,44576724,40722422,45797631,41372719,44081068,46336990,44252362,
192819,Marist College,203672954,195292097,183461760,177472892,168609442,159916602,151898777,140617160,
230940,Marlboro College,14701083,13569358,14170530,14617032,15372946,15715756,14743441,14683821,
440411,Marlboro College Graduate & Professional Studies,,,,,,,,,
239105,Marquette University,442399000,410879000,403957000,388082000,378568000,377292000,368484000,358265000,
198899,Mars Hill University,32109998,33124754,33738413,31440373,31254915,30018904,28142114,29707485,
123943,Marshall B Ketchum University,45556015,44323442,41702020,33042118,29860033,27549639,27884907,24874224,
173452,Martin Luther College,21400661,20077819,20384334,19518189,18966534,20597677,17460429,15408473,
220701,Martin Methodist College,17579778,17465446,17724961,18237870,17633584,17298192,16191941,15502349,
151810,Martin University,5056564,5535139,6006416,5552378,6062143,6267050,8547702,10003408,
232672,Mary Baldwin University,40815818,37411441,35548312,31958567,31758578,28615517,28344339,28155264,
163295,Maryland Institute College of Art,88619267,85294112,81124933,79787811,78914213,77164908,74705797,71180905,
164085,Maryland University of Integrative Health,14621574,16024706,15372080,13640200,12201051,10338015,8721272,8819588,
118541,Marymount California University,23535813,24954945,27630770,32162082,29852685,29864393,25268139,25968204,
192864,Marymount Manhattan College,62559993,61762035,58405740,55587866,50846582,49845941,48826048,48456279,
232706,Marymount University,96670498,93262622,85176683,81961775,80525290,76570460,75895405,69462426,
220710,Maryville College,33863061,32630692,31546306,31540114,30231674,29041150,27972368,28429123,
178059,Maryville University of Saint Louis,106154682,93803437,86092694,76770140,69841175,63082225,59626599,56277720,
213826,Marywood University,66632229,66173237,71495067,69702255,72251857,74031718,70091611,68717205,
166683,Massachusetts Institute of Technology,3844339000,3577877000,3464024000,3349899000,3111119000,2918517000,2908577000,2744586000,
369002,Massachusetts School of Law,5926770,6379035,6297613,6695400,7247024,8914806,9133138,8995371,
173957,Mayo Clinic College of Medicine and Science,79455532,67849504,18599451,16712647,17223361,16535113,16023731,17577793,
146977,McCormick Theological Seminary,8435930,8097449,8658962,8821281,8618914,8325384,8748276,9753059,
164270,McDaniel College,61651000,64075000,64386000,63112000,64685000,62518000,60987000,61355000,
147013,McKendree University,42864909,43856079,46093186,44219177,42909019,41701534,38259177,36549767,
226587,McMurry University,25958900,24346164,23303732,22236832,25321015,27132604,27809440,27659578,
155511,McPherson College,19341297,17796535,16727487,16107027,15362370,16214544,15643895,14731799,
166656,MCPHS University,179553409,167738463,157501272,152664932,140362582,131184269,117764661,106085822,
147031,Meadville Lombard Theological School,3582712,3362818,3562306,3348612,3428824,2940873,2659559,2663716,
490328,Mechon L'hoyroa,3109710,2433704,2244799,,,,,,
192925,Medaille College,37846045,36551401,36335600,36650659,36928102,41910942,42842925,40383653,
239169,Medical College of Wisconsin,1168210000,1103526000,1048418000,976356000,919807000,907139000,895655000,894097000,
220792,Meharry Medical College,132801576,147925620,146991641,120321458,121383382,132469301,130748563,135793458,
220808,Memphis College of Art,5362483,8304981,10911165,11304551,12407936,10266261,9623347,14015068,
220871,Memphis Theological Seminary,4153113,4474049,4466594,4529552,4265573,4249645,4094440,4481287,
118693,Menlo College,28247841,26951262,26073912,26002855,25968698,24302240,23252373,21698954,
140447,Mercer University,286782295,270075913,265241274,264924257,259216584,248640402,233871699,227858456,
193016,Mercy College,138300533,136300038,135141341,134454734,123312271,120588089,122941606,116824174,
153977,Mercy College of Health Sciences,14736332,14124179,12971006,13160052,12482103,11036680,11168448,10827406,
203960,Mercy College of Ohio,18604139,17790447,17596533,18350241,16202860,15565278,15223798,14775777,
213987,Mercyhurst University,84569366,79678456,80792581,81483819,77802397,60486680,72704295,69207488,
198950,Meredith College,57568422,58716979,56212672,53409229,50827664,51109482,49645813,51110710,
166850,Merrimack College,132231096,121411550,112171523,101175864,91442550,82548200,73017898,69516968,
193061,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,1270613,1135491,1060147,1197701,1309269,1035624,1220552,1142612,
193052,Mesivta Torah Vodaath Rabbinical Seminary,6093353,5074948,4702317,4544870,3278620,3018603,2827694,1605831,
193070,Mesivtha Tifereth Jerusalem of America,4112280,4129957,3892813,3908317,3950458,3637419,3727559,3753660,
417752,Messenger College,1291595,895606,986359,1420778,1840601,940902,843391,4083683,
213996,Messiah University,102919147,101701818,97714538,94240511,91943891,91137519,88046664,85164729,
147129,Methodist College,12537922,11389691,10739372,10175104,9992953,9330133,8933229,5301536,
203997,Methodist Theological School in Ohio,8586469,8546149,7912439,7394871,7212203,7100047,6463786,6845474,
198969,Methodist University,49936712,52350258,55631829,53753936,51548811,49687928,47406258,45836654,
190114,Metropolitan College of New York,28257602,27751649,26646907,26914073,27669339,26332117,25603596,24144281,
166869,MGH Institute of Health Professions,57242000,51485000,48068000,45187000,43343000,39850000,34720000,28838000,
169220,Michigan School of Psychology,4085074,3780841,3171906,3188279,3130886,3156571,3404326,3087064,
169628,Michigan State University-College of Law,22350576,22726150,24341112,25026588,25436990,27072891,27664017,26312899,
245953,Mid-America Christian University,26055530,26267353,28477413,28035928,28573334,30854720,23608253,23184782,
151962,Mid-America College of Funeral Service,1957710,1315946,1221026,1145434,1064061,1231581,1221270,4439040,
199458,Mid-Atlantic Christian University,4353734,4158519,4586838,4711971,4332518,4027872,3759443,3439544,
481225,Mid-South Christian College,1451256,1421146,1308756,981194,913454,762633,725388,,
155520,MidAmerica Nazarene University,34056918,33665544,34640689,34137548,33383612,33959486,32318303,32078345,
220996,Middle Tennessee School of Anesthesia Inc,6000211,8218646,5087702,4892028,4892027,4768380,4696690,4401697,
230959,Middlebury College,285436000,281681000,279050000,285665000,272648000,264420000,249401979,235408000,
119058,Middlebury Institute of International Studies at Monterey,,,,,,,,,
181330,Midland University,28245720,27043996,26558725,24365849,24123074,22535430,20474417,18675069,
157377,Midway University,18682892,17405263,17023962,17655265,18046248,17073784,24630610,23500222,
178208,Midwestern Baptist Theological Seminary,18446363,15496555,14592611,12953638,12064877,11123082,10187090,8953679,
143853,Midwestern University-Downers Grove,164152734,155782436,144450967,138872018,127563800,116783138,102832851,102286793,
423643,Midwestern University-Glendale,203673340,192184926,177673614,160962132,146297756,125120999,114155335,106189672,
101675,Miles College,31194649,30916410,31452545,30715552,28787609,27892046,27949641,26112391,
486901,Milligan University,27217189,26774993,26097241,25232591,25583407,,,,
147244,Millikin University,55553629,56172586,51699772,51281458,50221345,52750188,51773328,49554724,
118888,Mills College,61773709,61960298,66812572,68111354,68319743,71256764,70996602,67889112,
175980,Millsaps College,37587099,39365799,40047006,39369389,37729528,36658813,36172525,37057866,
239309,Milwaukee Institute of Art & Design,15817731,15004328,13944318,14202448,13445703,14138032,15205017,17979311,
239318,Milwaukee School of Engineering,77151440,73720062,73552716,74851608,75198839,69273488,63640978,64109189,
174127,Minneapolis College of Art and Design,22885308,22203397,21307945,20404170,19947977,19653233,19149518,20376722,
193247,Mirrer Yeshiva Cent Institute,4187949,4189521,4061607,4074454,3995293,4129124,4582080,4755532,
214069,Misericordia University,60850921,59938066,59547457,60120791,58312427,53412816,51666699,48970257,
211130,Missio Theological Seminary,3346712,3177351,3060312,3320592,3506117,3723168,3524593,3425218,
176053,Mississippi College,79583536,81563221,80032406,81009758,78567366,74637029,72695077,68615978,
178244,Missouri Baptist University,33797882,33592484,33579864,33342726,31916377,29451891,28364983,26549629,
178369,Missouri Valley College,21459131,20326928,20633032,19397113,18637664,18069226,17699080,17735901,
129774,Mitchell College,21217102,20483091,20303205,20083628,20640927,21927366,22104243,23959366,
175281,Mitchell Hamline School of Law,31405875,27250981,26368798,25602936,26361586,25546021,29472790,28572893,
193292,Molloy College,114507245,115946174,110435114,101144880,95800261,90957011,87774833,81545761,
147341,Monmouth College,39106773,38985834,38766607,38607788,36509587,34671663,31847286,31377463,
185572,Monmouth University,184709073,177455027,173820575,165495715,159099139,151386309,152668084,147067107,
262165,Montana Bible College,,,,,,927124,,900226,
127954,Montessori Education Center of the Rockies,704391,738969,796451,730283,588266,438039,377840,372705,
199032,Montreat College,19854138,18560583,18724953,18049948,18388744,16385449,16686783,17448715,
166911,Montserrat College of Art,10329203,10009178,9813913,9758724,10249789,10159375,10336587,9742343,
147369,Moody Bible Institute,115315141,118358944,116613849,116320303,115650013,111199044,105235762,97381685,
214148,Moore College of Art and Design,15830460,15463321,14792604,14760061,14342180,14339262,14240177,14417995,
214157,Moravian College,78859224,72277815,68030460,59926541,54227221,49215025,50845278,52951240,
140553,Morehouse College,92710170,87802450,88718904,88000103,83222567,87057824,90353457,91414959,
140562,Morehouse School of Medicine,171474448,165187145,158642847,153191115,141967827,138225121,151952154,143378749,
154004,Morningside College,38578400,37264478,38200792,37356674,35289104,32943416,29455352,30818982,
218399,Morris College,17553057,18485032,19113772,18316807,19855249,20107013,19859618,20042603,
214166,Mount Aloysius College,27508942,28161342,28554492,28804923,28385739,26461498,25492127,24788729,
209241,Mount Angel Seminary,10901034,10996381,10323945,9722197,9568462,9040564,9640412,8267132,
204176,Mount Carmel College of Nursing,18517262,18273102,16984624,16093403,15108961,15058909,13682257,13169997,
166939,Mount Holyoke College,151780120,147958587,144095874,143205607,137667431,135127860,132285118,127832471,
219198,Mount Marty University,16186084,15812407,16408009,15605757,15086419,15494984,14574059,13689954,
239390,Mount Mary University,23835573,23498221,24013973,24039082,23132993,23317477,22264072,22495586,
154013,Mount Mercy University,31706618,31155212,31516202,30504732,30111331,29735377,29833819,28612315,
204200,Mount Saint Joseph University,41167041,38411498,37672354,37708153,39174410,40721442,40002665,38447263,
193353,Mount Saint Mary College,59275478,58775684,59279170,58440859,56951858,55525134,55619405,54231906,
119173,Mount Saint Mary's University,89150815,88827821,88735213,86200474,81214014,76512648,66741534,63774059,
163462,Mount St. Mary's University,72216691,71533242,67241901,70406519,66921866,64241997,64918493,64549099,
204194,Mount Vernon Nazarene University,38679795,35385336,35155922,34031771,35450286,36825851,37557402,38939011,
214175,Muhlenberg College,105382037,102898602,101648703,97579160,94001606,90616185,89252053,86693390,
209287,Multnomah University,15520000,12371000,13939000,13210000,12081000,11863000,13692000,13964000,
204264,Muskingum University,39170607,38866324,38087368,39049102,36924353,35874389,35945837,37803761,
127653,Naropa University,23140907,23485208,23484783,24076027,23924943,21531713,19915394,19358415,
239424,Nashotah House,3863579,3808382,3958003,4318010,4633302,4773007,5189263,4328393,
147536,National Louis University,92910644,72306234,67850522,68335913,69038605,69463738,69359023,77822989,
119605,National University,227292295,231810057,227645178,217856714,218156264,210030847,204458744,191698607,
147590,National University of Health Sciences,21752523,21369356,20458827,19794123,20092787,20748062,22229339,21336529,
209296,National University of Natural Medicine,21015141,21099748,22309503,23258790,21536443,19875521,18769427,18766940,
127714,Nazarene Bible College,4546132,4674259,5649180,6778028,5739083,5997745,5762588,6785200,
178518,Nazarene Theological Seminary,3987271,4194069,4593484,5035929,4800175,4236972,4113508,3938777,
193584,Nazareth College,87423761,81465162,79359881,76454653,72558919,71115609,72709282,72317188,
181376,Nebraska Christian College of Hope International University,3610174,3664729,3163820,2858923,3677911,3714824,3283597,3083681,
181297,Nebraska Methodist College of Nursing & Allied Health,21534805,20911929,19548815,18969295,18126030,17669807,16669474,15994995,
181446,Nebraska Wesleyan University,42578000,41094000,39950000,38928000,38260000,36661000,36401000,37131000,
163532,Ner Israel Rabbinical College,11595311,12103122,12059253,11357108,12082848,11278311,10764826,10410367,
214272,Neumann University,51940937,49729750,52512467,55134097,54206345,53450529,50934994,49140641,
185758,New Brunswick Theological Seminary,4992364,4683606,4446060,4261887,4104510,3607722,3515497,3741270,
182980,New England College,50311414,38366390,35325384,31685070,29715300,29222475,28876501,28316332,
167093,New England College of Optometry,24527589,24518453,25404657,24331543,23471880,24012464,23744978,23504935,
217305,New England Institute of Technology,70821498,68934876,68786107,64661270,59328051,56085217,53856547,53824401,
167215,New England Law-Boston,19965706,24142453,20273580,20663190,20741441,29306289,26315491,25786924,
208725,New Hope Christian College-Eugene,2460220,2311335,2626545,3162857,5256698,5108379,5309427,3931161,
159948,New Orleans Baptist Theological Seminary,27110090,26809603,28027006,27449348,26447726,24020242,22708359,21416250,
440396,New Saint Andrews College,2308099,,,,,1611072,1545890,1410526,
366368,New York Academy of Art,6906163,6271661,5591190,5580254,4964019,4594823,4220502,4358797,
193751,New York Chiropractic College,27386650,27669271,27479956,28804017,27787299,26919503,26495530,24797418,
418126,New York College of Health Professions,45412163,7714433,10650585,10904830,12446122,11514084,10680593,8264384,
194073,New York College of Podiatric Medicine,19225016,18294476,17567530,17417895,17589299,16712053,15731952,15897965,
439783,New York College of Traditional Chinese Medicine,2740454,2542543,2666970,2170524,2121388,2037089,2063688,2122243,
194091,New York Institute of Technology,267257044,259996653,262585224,249645095,234658357,223285923,224423616,224464187,
193821,New York Law School,59426607,56644118,58083324,63493859,70293025,75143896,79369958,86287748,
193830,New York Medical College,120191974,123530220,124063191,128487172,135665911,145141401,142457376,144315811,
194116,New York School of Interior Design,14974900,14762766,14650184,14368144,14287466,14347430,14291591,14084870,
193894,New York Theological Seminary,5296924,4858925,4773422,5055987,5295825,5449670,5360748,5448958,
193900,New York University,7391789000,6455176000,5924093000,5548777000,5026117000,4607555000,3953776000,3830879000,
218414,Newberry College,30637040,28045967,26218989,26772361,27770708,24960682,24252005,25949599,
155335,Newman University,26837614,27344994,26304247,26011408,25531455,25416170,24348839,23243314,
193973,Niagara University,88944389,86543668,86756010,81444557,79084971,77191936,75802451,77137521,
167260,Nichols College,38675262,38299199,37279521,36370033,35095945,32296488,29863452,28625742,
461795,North American University,9550571,9054146,9904483,10720339,9607199,8910595,7958955,6661723,
199209,North Carolina Wesleyan College,32539795,32527642,30297043,29221666,27806018,23130996,21220083,20814569,
147660,North Central College,80564953,79229111,76837965,73360405,70787021,68184667,67130813,64631506,
174437,North Central University,24616220,23453732,23435144,26982078,25193956,24775177,24287438,22904953,
218441,North Greenville University,45450315,47483595,43066848,42467079,39873453,33872410,31445838,29926260,
147679,North Park University,63308761,56931741,62019629,62289262,59043476,55297750,55099213,52826637,
439817,Northeastern Seminary,1924394,1823655,1619171,1534806,1536118,1490227,1516652,1579202,
167358,Northeastern University,1273769000,1204802000,1102049000,1043002000,996069000,928762000,881890000,827220000,
482705,Northeastern University Lifelong Learning Network,,,,,,,,,
147697,Northern Baptist Theological Seminary,4883310,4721511,4993116,4640564,4428974,4239418,3968511,4001326,
239512,Northland College,19893838,20348448,22374857,19876413,19551342,19399131,18904921,17703769,
217606,Northpoint Bible College,6357403,6201163,6560138,6450966,6609695,6983089,6234164,5869231,
443030,NorthShore University HealthSystem School of Nurse Anesthesia,1028305,992983,934823,849385,830502,780059,733032,673994,
142461,Northwest Nazarene University,41169220,39898732,39646907,40881709,42318750,41686319,38116572,37257447,
236133,Northwest University,31329000,29747000,29035000,27429000,27457287,29571779,28869127,28775115,
487603,Northwest University-College of Adult and Professional Studies,6028000,6898000,6788000,6484000,5569967,,,,
154101,Northwestern College,30742355,29231852,28416908,29142071,28966227,27710880,28562455,27056313,
174507,Northwestern Health Sciences University,27637232,26456346,24785188,25873253,29330504,30120909,28669011,29147541,
147767,Northwestern University,2511191000,2459183000,2297296000,2166154000,2033333000,1973028000,1899301000,1791451000,
171492,Northwood University,60231051,57442868,56520465,56573460,68990222,71404580,71161975,72301036,
230995,Norwich University,113188000,109979000,110647000,106400000,105542000,102599000,98811000,99569000,
204468,Notre Dame College,26974641,29166259,31070623,31971576,30639957,29710320,28810050,29006169,
120184,Notre Dame de Namur University,37065243,36595105,36775063,38356099,40049134,39783407,35078853,32696565,
163578,Notre Dame of Maryland University,44134810,47048861,48522206,46252427,47859084,44783390,41024918,40474472,
136215,Nova Southeastern University,625498608,611639545,594095720,593382362,586801644,598194530,578844692,583936428,
194161,Nyack College,43177009,42346316,43509457,46905300,47184341,46138134,46167810,47516063,
174525,Oak Hills Christian College,3330482,3334622,3007765,3077729,3184511,3167042,3527115,3240267,
152099,Oakland City University,30050203,27033379,25126091,24299363,28045929,27933355,26721942,24405769,
