UnitID,Institution Name,Full time total (EF2019  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),
205957,Franciscan University of Steubenville,484,564,475,453,456,463,458,435,
212577,Franklin and Marshall College,627,611,645,639,592,591,604,599,
150604,Franklin College,270,272,267,238,290,327,272,289,
182795,Franklin Pierce University,416,458,462,635,424,456,450,544,
202806,Franklin University,318,8,7,12,11,6,9,19,
441982,Franklin W Olin College of Engineering,85,84,90,79,76,79,82,81,
220215,Freed-Hardeman University,327,308,313,324,292,340,355,321,
114813,Fresno Pacific University,174,232,202,211,165,199,210,252,
155089,Friends University,176,173,174,163,164,181,178,193,
114840,Fuller Theological Seminary,,,,,,,,,
218070,Furman University,648,713,700,748,668,723,755,694,
481030,Future Generations University,,,,,,,,,
131450,Gallaudet University,183,201,247,245,178,181,200,212,
212601,Gannon University,719,762,637,626,614,594,611,618,
198561,Gardner-Webb University,401,408,381,444,460,493,434,493,
145275,Garrett-Evangelical Theological Seminary,,,,,,,,,
456542,Geisinger Commonwealth School of Medicine,,,,,,,,,
212656,Geneva College,310,305,301,289,332,312,334,339,
208822,George Fox University,602,593,630,634,653,627,619,420,
131469,George Washington University,2609,2838,2607,2517,2578,2410,2348,2376,
156745,Georgetown College,314,262,306,297,282,271,243,237,
131496,Georgetown University,1579,1618,1596,1573,1566,1575,1593,1568,
184773,Georgian Court University,187,280,216,221,149,228,275,160,
212674,Gettysburg College,681,748,720,696,699,720,703,769,
230889,Goddard College,8,5,4,9,6,5,2,7,
202903,Gods Bible School and College,47,36,42,51,46,39,59,51,
115083,Golden Gate University-San Francisco,,,,,1,,,,
130989,Goldey-Beacom College,160,149,162,158,119,161,93,91,
235316,Gonzaga University,1247,1196,1257,1270,1335,1048,1238,1095,
202912,Good Samaritan College of Nursing and Health Science,5,11,7,19,14,9,16,18,
129154,Goodwin University,93,67,36,61,67,176,116,168,
165936,Gordon College,355,429,415,422,437,400,477,465,
165945,Gordon-Conwell Theological Seminary,,,,,,,,,
150668,Goshen College,160,200,215,185,176,159,167,168,
162654,Goucher College,338,432,420,440,389,403,401,410,
170000,Grace Christian University,109,96,140,129,150,89,116,102,
150677,Grace College and Theological Seminary,363,320,349,403,384,394,372,344,
461528,Grace College of Divinity,12,5,14,4,27,13,19,19,
481058,Grace Mission University,55,1,2,5,9,17,50,,
481401,Grace School of Theology,,2,,,1,,,,
153366,Graceland University-Lamoni,193,267,254,257,289,282,326,231,
115214,Graduate Theological Union,,,,,,,,,
153375,Grand View University,331,328,330,336,267,279,298,293,
212771,Gratz College,,,,,,,,,
170091,Great Lakes Christian College,19,24,27,25,45,21,39,31,
198598,Greensboro College,181,180,223,249,227,183,201,225,
145372,Greenville University,226,221,220,198,260,268,277,262,
153384,Grinnell College,459,463,447,413,442,435,423,444,
212805,Grove City College,490,608,636,583,547,637,648,670,
198613,Guilford College,380,358,342,421,311,351,392,305,
173647,Gustavus Adolphus College,642,651,588,541,614,613,610,678,
212832,Gwynedd Mercy University,239,276,265,223,238,205,211,250,
225201,Hallmark University,124,80,58,66,79,71,81,150,
191515,Hamilton College,473,481,480,472,473,469,491,469,
173665,Hamline University,547,538,535,547,513,521,536,541,
232256,Hampden-Sydney College,228,343,312,283,305,322,292,342,
166018,Hampshire College,19,282,325,320,370,324,381,357,
232265,Hampton University,871,910,1015,1263,927,855,955,883,
177542,Hannibal-LaGrange University,124,129,167,150,153,156,192,191,
150756,Hanover College,289,356,343,308,304,293,334,372,
225247,Hardin-Simmons University,479,480,454,392,411,339,413,393,
107044,Harding University,804,856,944,1013,988,1063,1030,1019,
446640,Harrisburg University of Science and Technology,221,186,199,133,117,101,107,133,
129491,Hartford Seminary,,,,,,,,,
191533,Hartwick College,376,407,351,402,291,419,528,446,
166027,Harvard University,1646,1653,1688,1659,1659,1650,1658,1665,
115409,Harvey Mudd College,224,234,225,214,214,194,217,198,
181127,Hastings College,316,263,306,273,292,345,345,236,
212911,Haverford College,363,357,349,349,346,338,330,323,
173683,Hazelden Betty Ford Graduate School of Addiction Studies,,,,,,,,,
166045,Hebrew College,,,,,,,,,
145497,Hebrew Theological College,7,10,13,88,362,277,340,366,
203067,Hebrew Union College-Jewish Institute of Religion,,,,,,,,,
203085,Heidelberg University,332,329,319,371,272,363,351,345,
191597,Helene Fuld College of Nursing,,,,,,,6,,
166054,Hellenic College-Holy Cross Greek Orthodox School of Theology,13,9,9,13,31,14,16,13,
107080,Hendrix College,284,309,338,352,395,314,450,369,
101453,Heritage Christian University,,4,10,1,6,2,7,2,
235422,Heritage University,90,95,107,108,102,121,74,81,
200785,Herzing University-Akron,62,37,33,51,52,39,31,57,
140340,Herzing University-Atlanta,38,43,24,40,51,28,39,36,
101365,Herzing University-Birmingham,11,16,8,10,24,27,25,28,
459851,Herzing University-Brookfield,25,36,5,15,18,33,48,40,
459842,Herzing University-Kenosha,9,18,12,4,26,34,34,42,
240392,Herzing University-Madison,45,81,58,73,136,142,125,196,
174154,Herzing University-Minneapolis,7,30,34,31,10,17,6,30,
433536,Herzing University-New Orleans,12,13,7,22,32,26,18,25,
386472,Herzing University-Orlando,13,35,11,11,7,8,11,20,
155177,Hesston College,128,132,163,139,149,160,163,168,
198695,High Point University,1400,1423,1111,1382,1362,1386,1162,1257,
485403,High Tech High Graduate School of Education,,,,,,,,,
191621,Hilbert College,160,222,167,147,152,168,188,182,
170286,Hillsdale College,340,341,369,364,362,,,,
203128,Hiram College,227,233,257,207,160,274,287,304,
191630,Hobart William Smith Colleges,458,611,634,581,631,643,638,600,
134510,Hobe Sound Bible College,30,29,29,27,28,34,19,16,
367884,Hodges University,33,59,74,123,122,108,145,165,
191649,Hofstra University,1522,1552,1637,1646,1648,1713,1612,1484,
232308,Hollins University,185,199,155,224,196,165,146,128,
129534,Holy Apostles College and Seminary,8,6,5,1,8,3,,7,
150774,Holy Cross College,187,166,192,215,181,160,165,117,
239743,Holy Family College,71,50,92,56,61,45,40,50,
212984,Holy Family University,344,353,356,328,341,250,288,308,
115728,Holy Names University,161,175,176,95,119,88,85,132,
457086,Homestead Schools,8,4,6,1,,17,12,46,
162760,Hood College,320,239,255,219,257,288,281,270,
443076,Hood Theological Seminary,,,,,,,,,
170301,Hope College,687,798,779,722,786,820,811,903,
120537,Hope International University,109,89,92,104,112,84,76,113,
457226,Horizon University,6,,,,1,1,2,1,
191676,Houghton College,270,253,266,271,266,251,223,234,
225399,Houston Baptist University,693,511,510,576,544,615,567,514,
246345,Houston Graduate School of Theology,,,,,,,,,
225548,Howard Payne University,246,248,246,325,280,300,342,297,
131520,Howard University,1920,1498,2077,900,1642,1467,1576,1376,
164368,Hult International Business School,192,212,167,125,123,,,,
115773,Humphreys University-Stockton and Modesto Campuses,6,13,6,11,14,31,32,95,
101435,Huntingdon College,256,248,294,277,252,227,261,276,
150941,Huntington University,215,239,218,196,201,226,225,238,
449348,Huntsville Bible College,,2,1,,,1,1,3,
487524,Husson University,586,650,570,606,524,,,,
225575,Huston-Tillotson University,202,218,182,145,146,203,223,208,
193405,Icahn School of Medicine at Mount Sinai,,,,,,,,,
127273,Iliff School of Theology,,,,,,,,,
145691,Illinois College,323,294,258,293,240,253,270,285,
145628,Illinois College of Optometry,,,,,,,,,
145725,Illinois Institute of Technology,583,608,471,503,479,440,464,406,
145646,Illinois Wesleyan University,409,494,378,425,450,455,527,490,
213011,Immaculata University,252,183,197,216,188,220,287,244,
465812,Independence University,2030,7186,2199,772,794,731,578,301,
151290,Indiana Institute of Technology,425,431,671,732,745,699,571,468,
492962,Indiana Institute of Technology-College of Professional Studies,130,347,,,,,,,
151801,Indiana Wesleyan University-Marion,670,718,784,684,1381,1457,1358,1506,
488679,Indiana Wesleyan University-National & Global,789,670,652,807,,,,,
145886,Institute for Clinical Social Work,,,,,,,,,
462044,Institute for Doctoral Studies in the Visual Arts,,,,,,,,,
489335,Institute of Buddhist Studies,,,,,,,,,
454838,Institute of Taoist Education and Acupuncture,,,,,,,,,
455804,Institute of World Politics,,,,,,,,,
140146,Interdenominational Theological Center,,,,,,,,,
436614,International Baptist College and Seminary,9,8,4,12,3,14,10,6,
448691,International Institute for Restorative Practices,,,,,,,,,
443128,International Technological University,,,,,,,,,
191931,Iona College,641,852,860,935,838,800,922,722,
153621,Iowa Wesleyan University,151,170,216,204,120,75,102,112,
441238,Irell & Manella Graduate School of Biological Sciences at City of Hope,,,,,,,,,
191968,Ithaca College,1506,1666,1622,1632,1808,1560,1789,1580,
134945,Jacksonville University,647,620,574,544,488,393,532,500,
225885,Jarvis Christian College,202,349,258,269,251,186,157,175,
192040,Jewish Theological Seminary of America,38,31,38,43,39,41,33,39,
107141,John Brown University,318,319,326,323,358,318,303,318,
203368,John Carroll University,725,843,751,715,759,798,792,681,
116712,John F. Kennedy University,,,,,,,,,
462354,John Paul the Great Catholic University,74,83,75,73,63,56,38,39,
162928,Johns Hopkins University,1475,1420,1419,1368,1368,1470,1390,1391,
445708,Johnson & Wales University-Charlotte,428,486,568,653,700,610,622,574,
439288,Johnson & Wales University-Denver,279,291,253,306,308,298,327,362,
414823,Johnson & Wales University-North Miami,299,289,318,372,310,452,486,482,
217235,Johnson & Wales University-Providence,1473,1424,1609,2011,1897,1878,1957,1934,
198756,Johnson C Smith University,324,349,336,301,334,265,232,385,
220473,Johnson University,134,158,148,131,166,187,162,179,
132879,Johnson University Florida,56,67,55,35,38,42,44,79,
101541,Judson College,46,62,65,86,63,82,66,77,
146339,Judson University,180,153,169,178,145,193,189,155,
461139,Jung Tao School of Classical Chinese Medicine,,,,,,,,,
213251,Juniata College,398,350,341,394,356,423,391,402,
170532,Kalamazoo College,395,408,448,347,364,357,453,334,
155308,Kansas Christian College,49,51,35,35,3,1,,,
177746,Kansas City Art Institute,183,139,171,163,146,134,141,175,
179812,Kansas City University of Medicine and Biosciences,,,,,,,,,
490601,Kansas City University of Medicine and Biosciences-Joplin,,,,,,,,,
155414,Kansas Wesleyan University,141,146,182,165,158,142,151,139,
440031,Keck Graduate Institute,,,,,,,,,
192165,Kehilath Yakov Rabbinical Seminary,43,41,49,38,48,41,44,23,
135081,Keiser University-Ft Lauderdale,3721,3360,4097,4566,3586,2474,2014,2759,
177816,Kenrick Glennon Seminary,,8,8,6,9,8,8,8,
157100,Kentucky Christian University,215,155,164,148,107,171,129,199,
157030,Kentucky Mountain Bible College,14,12,15,18,15,13,20,19,
157076,Kentucky Wesleyan College,244,249,192,194,177,230,163,157,
203535,Kenyon College,487,539,453,487,492,446,480,446,
203544,Kettering College,64,43,39,50,59,55,58,81,
169983,Kettering University,346,363,371,363,434,364,375,372,
192192,Keuka College,299,330,367,365,318,228,240,229,
213303,Keystone College,340,329,311,276,282,307,311,362,
220516,King University,205,188,197,157,169,188,233,226,
213321,King's College,557,551,624,570,517,484,500,514,
146427,Knox College,320,345,358,347,386,362,380,390,
171881,Kuyper College,11,24,28,34,43,53,37,67,
213358,La Roche University,205,225,226,265,291,223,229,249,
213367,La Salle University,791,1040,1052,869,815,918,936,925,
117627,La Sierra University,333,355,413,327,428,461,466,499,
165264,Laboure College,,1,,1,1,1,2,1,
213376,Lackawanna College,387,392,379,382,276,374,337,337,
213385,Lafayette College,698,733,680,649,672,648,635,629,
140234,LaGrange College,250,211,273,235,263,233,267,198,
117168,Laguna College of Art and Design,134,116,92,84,80,67,67,76,
203580,Lake Erie College,206,195,219,219,214,186,206,276,
407629,Lake Erie College of Osteopathic Medicine,,,,,,,,,
146481,Lake Forest College,377,392,355,358,356,410,399,416,
146490,Lake Forest Graduate School of Management,,,,,,,,,
238980,Lakeland University,208,212,174,192,206,161,214,200,
146533,Lakeview College of Nursing,,,,,,,,,
213400,Lancaster Bible College,166,189,154,164,185,211,134,141,
213446,Lancaster Theological Seminary,,,,,,,,,
247649,Landmark College,81,86,83,94,90,102,138,130,
220598,Lane College,404,342,417,396,444,312,405,325,
166391,Lasell University,453,381,410,437,489,501,484,556,
170675,Lawrence Technological University,354,378,358,366,340,329,353,324,
239017,Lawrence University,381,396,353,374,394,380,392,405,
192323,Le Moyne College,654,656,544,630,634,678,622,521,
220604,Le Moyne-Owen College,145,148,166,189,183,149,149,175,
213507,Lebanon Valley College,478,473,466,428,455,413,415,404,
220613,Lee University,787,875,895,884,826,746,808,846,
198808,Lees-McRae College,174,222,208,187,197,216,226,182,
213543,Lehigh University,1406,1275,1234,1249,1261,1299,1198,1217,
198835,Lenoir-Rhyne University,454,500,384,464,448,346,311,330,
166452,Lesley University,318,374,379,357,372,298,317,334,
226231,LeTourneau University,339,309,288,260,273,325,302,321,
209056,Lewis & Clark College,507,562,525,506,654,562,473,552,
146612,Lewis University,638,644,609,642,700,743,694,673,
157207,Lexington Theological Seminary,,,,,,,,,
232557,Liberty University,4136,3645,3413,3377,3712,3485,3218,3631,
117520,Life Chiropractic College West,,,,,,,,,
117104,Life Pacific University,75,99,87,91,90,97,76,69,
140252,Life University,161,174,113,112,92,97,73,39,
218238,Limestone University,338,359,367,383,432,448,448,271,
146667,Lincoln Christian University,57,64,79,81,89,67,79,85,
146676,Lincoln College,320,275,296,289,371,369,375,358,
220631,Lincoln Memorial University,261,290,306,297,255,254,185,234,
117557,Lincoln University,5,2,4,16,33,12,9,37,
177968,Lindenwood University,780,1052,939,989,1217,1170,1311,1338,
157216,Lindsey Wilson College,466,546,544,492,519,523,513,523,
209065,Linfield University-McMinnville Campus,459,325,399,393,474,461,447,443,
437325,Linfield University-Online and Continuing Education,,,,,,,,,
437316,Linfield University-School of Nursing,,,,,,,,,
219976,Lipscomb University,611,664,640,633,662,625,683,670,
198862,Livingstone College,344,377,365,380,421,453,395,355,
177986,Logan University,10,18,7,,,,,,
117636,Loma Linda University,,,,,,,,,
192448,Long Island University,1274,961,692,532,511,545,631,959,
166489,Longy School of Music of Bard College,9,9,18,11,6,11,12,13,
153825,Loras College,326,360,336,328,389,374,414,374,
159568,Louisiana College,250,254,299,248,211,234,265,292,
157298,Louisville Presbyterian Theological Seminary,,,,,,,,,
203757,Lourdes University,205,191,210,212,149,154,209,254,
117946,Loyola Marymount University,1466,1510,1445,1328,1354,1348,1340,1276,
146719,Loyola University Chicago,2630,2770,2653,2621,2349,2288,2497,2001,
163046,Loyola University Maryland,1081,1068,1021,1095,1032,1134,1096,1072,
159656,Loyola University New Orleans,822,768,801,612,661,609,620,867,
226383,Lubbock Christian University,279,293,309,320,275,264,255,314,
153834,Luther College,527,554,516,520,623,559,627,644,
135364,Luther Rice College & Seminary,,,1,3,4,3,3,3,
173896,Luther Seminary,,,,,,,,,
146728,Lutheran School of Theology at Chicago,,,,,,,,,
213668,Lycoming College,340,323,282,343,347,394,347,321,
132657,Lynn University,725,630,467,559,514,534,451,413,
106342,Lyon College,173,215,190,200,211,254,174,160,
173902,Macalester College,502,621,543,506,582,541,555,534,
192624,Machzikei Hadath Rabbinical College,38,27,44,27,34,36,27,24,
146825,MacMurray College,153,168,142,136,129,113,120,146,
170806,Madonna University,265,215,270,212,178,170,198,148,
182917,Magdalen College,31,24,15,24,34,15,,,
153861,Maharishi International University,15,18,17,20,21,21,18,35,
161509,Maine College of Art,118,97,119,120,110,120,103,82,
161022,Maine College of Health Professions,10,3,6,6,3,7,2,2,
203775,Malone University,239,309,335,309,243,311,314,352,
151777,Manchester University,332,408,397,389,396,441,367,372,
155496,Manhattan Christian College,35,70,95,60,79,70,73,73,
192703,Manhattan College,883,813,764,814,900,747,755,842,
192712,Manhattan School of Music,115,144,115,131,112,113,81,86,
192749,Manhattanville College,399,392,416,484,450,459,475,529,
213774,Manor College,163,202,172,104,141,157,157,213,
446394,Maple Springs Baptist Bible College and Seminary,6,,,,,,1,1,
239071,Maranatha Baptist University,125,140,137,193,177,181,206,187,
192785,Maria College of Albany,28,31,17,28,54,50,29,26,
151786,Marian University,384,424,338,390,304,330,334,298,
239080,Marian University,324,309,352,267,282,250,248,283,
203845,Marietta College,348,347,272,245,283,357,385,393,
192819,Marist College,1358,1299,1285,1225,1209,1127,1149,1098,
230940,Marlboro College,35,38,28,55,35,47,46,48,
440411,Marlboro College Graduate & Professional Studies,,,,,,,,,
239105,Marquette University,1974,2162,2021,2002,1872,1989,1989,1927,
198899,Mars Hill University,274,264,353,394,385,404,417,436,
123943,Marshall B Ketchum University,,,,,,,,,
173452,Martin Luther College,168,195,183,196,172,188,164,179,
220701,Martin Methodist College,233,275,244,255,254,447,335,272,
151810,Martin University,10,8,15,14,4,10,23,28,
232672,Mary Baldwin University,389,369,106,226,176,260,217,242,
163295,Maryland Institute College of Art,404,425,423,351,411,455,400,413,
164085,Maryland University of Integrative Health,,,,,,,,,
118541,Marymount California University,114,151,228,219,256,312,288,338,
192864,Marymount Manhattan College,420,471,516,535,514,495,397,461,
232706,Marymount University,391,414,401,439,388,350,397,373,
220710,Maryville College,272,282,301,323,338,334,349,313,
178059,Maryville University of Saint Louis,683,668,604,554,381,408,392,348,
213826,Marywood University,360,388,446,323,369,368,405,454,
166683,Massachusetts Institute of Technology,1102,1114,1097,1110,1105,1043,1115,1135,
369002,Massachusetts School of Law,,,,,,,,,
173957,Mayo Clinic College of Medicine and Science,36,,,,,,,,
146977,McCormick Theological Seminary,,,,,,,,,
164270,McDaniel College,575,415,450,388,420,409,453,437,
147013,McKendree University,332,362,364,458,362,421,387,297,
226587,McMurry University,255,219,246,284,297,207,249,303,
155511,McPherson College,225,175,202,195,194,151,170,175,
166656,MCPHS University,688,682,766,795,781,875,912,911,
147031,Meadville Lombard Theological School,,,,,,,,,
490328,Mechon L'hoyroa,,,,,,,,,
192925,Medaille College,397,363,352,335,373,438,436,395,
239169,Medical College of Wisconsin,,,,,,,,,
220792,Meharry Medical College,,,,,,,,,
220808,Memphis College of Art,,,46,66,80,96,111,68,
220871,Memphis Theological Seminary,,,,,,,,,
118693,Menlo College,239,157,152,157,148,190,134,168,
140447,Mercer University,900,974,888,828,829,804,727,645,
193016,Mercy College,970,887,866,913,925,741,823,807,
153977,Mercy College of Health Sciences,47,32,37,27,39,40,32,34,
203960,Mercy College of Ohio,31,43,58,46,52,34,31,43,
213987,Mercyhurst University,584,642,588,711,587,611,596,669,
198950,Meredith College,375,401,394,422,438,471,415,407,
166850,Merrimack College,1178,1122,854,1004,828,858,794,698,
193061,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,10,6,4,8,4,1,4,6,
193052,Mesivta Torah Vodaath Rabbinical Seminary,13,4,9,5,6,8,17,14,
193070,Mesivtha Tifereth Jerusalem of America,12,15,12,19,19,23,12,18,
417752,Messenger College,3,8,9,8,13,21,12,14,
213996,Messiah University,606,647,665,685,691,696,648,708,
147129,Methodist College,10,6,4,19,10,4,14,29,
203997,Methodist Theological School in Ohio,,,,,,,,,
198969,Methodist University,374,370,401,474,510,526,548,435,
190114,Metropolitan College of New York,29,28,96,74,74,87,113,112,
166869,MGH Institute of Health Professions,,,,,,,,,
169220,Michigan School of Psychology,,,,,,,,,
169628,Michigan State University-College of Law,,,,,,,,,
245953,Mid-America Christian University,102,104,78,135,154,110,286,90,
151962,Mid-America College of Funeral Service,35,58,47,34,33,13,16,26,
199458,Mid-Atlantic Christian University,54,53,52,46,55,45,38,37,
481225,Mid-South Christian College,1,5,5,,1,3,2,,
155520,MidAmerica Nazarene University,191,164,223,179,190,202,218,209,
220996,Middle Tennessee School of Anesthesia Inc,,,,,,,,,
230959,Middlebury College,605,628,635,606,589,580,625,598,
119058,Middlebury Institute of International Studies at Monterey,,,,,,,,,
181330,Midland University,317,330,326,341,310,327,367,363,
157377,Midway University,218,228,137,129,66,74,79,99,
178208,Midwestern Baptist Theological Seminary,25,29,25,23,33,35,34,25,
143853,Midwestern University-Downers Grove,,,,,,,,,
423643,Midwestern University-Glendale,,,,,,,,,
101675,Miles College,304,348,307,428,423,486,404,431,
486901,Milligan University,226,175,204,194,187,,,,
147244,Millikin University,486,468,474,445,420,476,450,530,
118888,Mills College,134,157,171,169,139,187,217,207,
175980,Millsaps College,203,245,229,252,222,236,171,210,
239309,Milwaukee Institute of Art & Design,284,236,196,174,177,144,157,150,
239318,Milwaukee School of Engineering,581,597,515,550,494,558,538,484,
174127,Minneapolis College of Art and Design,178,174,133,163,145,120,115,120,
193247,Mirrer Yeshiva Cent Institute,26,34,49,36,52,45,34,42,
214069,Misericordia University,410,410,435,423,434,438,428,511,
211130,Missio Theological Seminary,,,,,,,,,
176053,Mississippi College,461,514,564,570,593,577,588,465,
178244,Missouri Baptist University,289,252,278,280,256,225,264,239,
178369,Missouri Valley College,436,520,391,448,434,375,412,367,
129774,Mitchell College,124,147,145,119,129,145,176,145,
175281,Mitchell Hamline School of Law,,,,,,,,,
193292,Molloy College,579,592,510,562,538,490,495,449,
147341,Monmouth College,254,243,281,285,270,394,390,340,
185572,Monmouth University,994,1050,1083,1089,1128,1056,906,1006,
262165,Montana Bible College,,,,,,14,,12,
127954,Montessori Education Center of the Rockies,10,12,12,6,11,4,3,2,
199032,Montreat College,168,147,174,164,154,106,103,96,
166911,Montserrat College of Art,104,101,91,91,81,101,102,97,
147369,Moody Bible Institute,176,227,269,276,400,430,414,431,
214148,Moore College of Art and Design,102,98,88,71,96,87,74,104,
214157,Moravian College,428,448,477,484,523,386,355,378,
140553,Morehouse College,563,604,617,608,598,540,483,567,
140562,Morehouse School of Medicine,,,,,,,,,
154004,Morningside College,367,345,354,340,380,353,357,273,
218399,Morris College,200,196,236,219,213,224,250,264,
214166,Mount Aloysius College,243,246,261,272,364,370,387,372,
209241,Mount Angel Seminary,6,3,7,2,13,8,15,13,
204176,Mount Carmel College of Nursing,37,52,75,99,88,79,86,82,
166939,Mount Holyoke College,496,628,529,569,512,530,511,496,
219198,Mount Marty University,116,126,109,104,101,112,107,115,
239390,Mount Mary University,125,142,122,118,146,154,113,95,
154013,Mount Mercy University,217,239,238,237,232,134,154,158,
204200,Mount Saint Joseph University,288,316,276,242,325,292,312,274,
193353,Mount Saint Mary College,336,388,399,384,422,411,448,441,
119173,Mount Saint Mary's University,401,401,484,542,531,463,554,530,
163462,Mount St. Mary's University,513,548,524,417,506,510,429,447,
204194,Mount Vernon Nazarene University,324,372,330,451,356,311,301,290,
214175,Muhlenberg College,538,548,564,593,582,589,579,581,
209287,Multnomah University,62,68,62,71,56,44,51,30,
204264,Muskingum University,387,369,383,319,360,384,403,404,
127653,Naropa University,27,30,37,29,38,61,37,24,
239424,Nashotah House,,,,,,,,,
147536,National Louis University,657,584,499,313,80,13,27,21,
119605,National University,11,3,2,23,70,69,143,250,
147590,National University of Health Sciences,,,,,,,,,
209296,National University of Natural Medicine,,,,,,,,,
127714,Nazarene Bible College,,,,3,1,9,14,1,
178518,Nazarene Theological Seminary,,,,,,,,,
193584,Nazareth College,516,544,550,517,519,476,423,472,
181376,Nebraska Christian College of Hope International University,25,31,46,22,28,27,52,44,
181297,Nebraska Methodist College of Nursing & Allied Health,41,41,39,43,32,37,37,29,
181446,Nebraska Wesleyan University,487,487,406,420,439,368,379,356,
163532,Ner Israel Rabbinical College,31,34,42,35,34,42,41,34,
214272,Neumann University,416,421,360,375,401,415,501,574,
185758,New Brunswick Theological Seminary,,,,,,,,,
182980,New England College,456,397,478,341,426,354,375,322,
167093,New England College of Optometry,,,,,,,,,
217305,New England Institute of Technology,481,525,523,444,417,490,498,444,
167215,New England Law-Boston,,,,,,,,,
208725,New Hope Christian College-Eugene,23,21,12,23,24,26,31,56,
159948,New Orleans Baptist Theological Seminary,18,28,,70,68,52,36,49,
440396,New Saint Andrews College,33,46,32,37,42,,42,44,
366368,New York Academy of Art,,,,,,,,,
193751,New York Chiropractic College,,,,,,,,,
418126,New York College of Health Professions,21,32,23,28,18,32,43,92,
194073,New York College of Podiatric Medicine,,,,,,,,,
439783,New York College of Traditional Chinese Medicine,,,,,,,,,
194091,New York Institute of Technology,816,844,857,681,699,679,775,850,
193821,New York Law School,,,,,,,,,
193830,New York Medical College,,,,,,,,,
194116,New York School of Interior Design,15,13,13,10,4,13,21,16,
193894,New York Theological Seminary,,,,,,,,,
193900,New York University,5739,6160,6004,6078,5886,5860,5168,5124,
218414,Newberry College,340,374,353,285,267,277,237,220,
155335,Newman University,182,180,212,180,162,174,164,190,
193973,Niagara University,626,513,590,622,642,616,698,641,
167260,Nichols College,342,354,374,351,325,399,379,330,
461795,North American University,49,57,50,94,111,87,80,124,
199209,North Carolina Wesleyan College,280,386,329,318,320,319,228,221,
147660,North Central College,557,550,603,589,599,576,529,552,
174437,North Central University,245,220,201,218,220,215,246,269,
218441,North Greenville University,400,497,530,466,528,583,503,521,
147679,North Park University,371,421,388,378,358,403,371,346,
439817,Northeastern Seminary,,,,,,,,,
167358,Northeastern University,2995,2746,3108,2676,2797,2944,2891,2664,
482705,Northeastern University Lifelong Learning Network,,,,,,,,,
147697,Northern Baptist Theological Seminary,,,,,,,,,
239512,Northland College,164,145,188,168,128,150,140,182,
217606,Northpoint Bible College,42,46,59,51,59,45,42,39,
443030,NorthShore University HealthSystem School of Nurse Anesthesia,,,,,,,,,
142461,Northwest Nazarene University,278,278,281,224,249,274,249,242,
236133,Northwest University,190,219,189,197,203,239,202,211,
487603,Northwest University-College of Adult and Professional Studies,66,74,78,63,75,,,,
154101,Northwestern College,293,271,281,281,260,315,284,302,
174507,Northwestern Health Sciences University,5,1,4,2,3,3,9,7,
147767,Northwestern University,2006,1931,1903,1985,2018,2043,2040,2037,
171492,Northwood University,280,260,263,322,335,338,298,324,
230995,Norwich University,657,677,681,797,594,655,548,602,
204468,Notre Dame College,336,297,303,285,343,336,330,385,
120184,Notre Dame de Namur University,120,179,169,156,172,175,172,182,
163578,Notre Dame of Maryland University,86,225,154,93,93,107,104,128,
136215,Nova Southeastern University,1510,1241,976,647,633,565,614,610,
194161,Nyack College,117,189,190,203,232,240,249,287,
174525,Oak Hills Christian College,13,22,26,19,18,28,28,28,
152099,Oakland City University,112,116,98,86,84,76,99,101,
101912,Oakwood University,299,316,366,390,338,374,364,408,
204501,Oberlin College,798,804,725,762,775,797,780,759,
227289,Oblate School of Theology,,,,,,,,,
120254,Occidental College,562,565,564,502,517,546,548,530,
140696,Oglethorpe University,400,329,332,331,322,279,283,277,
201964,Ohio Christian University,201,277,336,411,369,351,362,405,
204617,Ohio Dominican University,285,259,239,227,248,226,237,266,
204635,Ohio Northern University,608,681,640,598,585,628,613,630,
237640,Ohio Valley University,66,79,128,115,121,88,89,100,
204909,Ohio Wesleyan University,389,453,448,486,431,458,536,537,
194189,Ohr Hameir Theological Seminary,,,3,3,5,8,1,4,
207403,Oklahoma Baptist University,449,527,555,566,555,483,578,505,
207324,Oklahoma Christian University,396,454,509,445,437,503,526,438,
207458,Oklahoma City University,327,373,295,329,320,294,355,319,
206835,Oklahoma Wesleyan University,159,189,200,224,189,186,177,139,
171599,Olivet College,338,301,321,350,239,225,279,298,
147828,Olivet Nazarene University,696,692,750,704,731,779,753,667,
461120,Omega Graduate School,,,,,,,,,
207582,Oral Roberts University,514,554,621,474,430,400,393,465,
369659,Oregon College of Oriental Medicine,,,,,,,,,
120403,Otis College of Art and Design,274,276,203,203,191,238,160,183,
155636,Ottawa University-Kansas City,,,,,,,,,
428259,Ottawa University-Milwaukee,,,,,,,,,
