UnitID,Institution Name,Hospital services-Total amount (F1819_F2_RV),Hospital services-Total amount (F1718_F2_RV),Hospital services-Total amount (F1617_F2_RV),Hospital services-Total amount (F1516_F2_RV),Hospital services-Total amount (F1415_F2_RV),Hospital services-Total amount (F1314_F2_RV),Hospital services-Total amount (F1213_F2_RV),Hospital services-Total amount (F1112_F2_RV),
184603,Fairleigh Dickinson University-Metropolitan Campus,0,0,0,0,0,0,0,0,
153320,Faith Baptist Bible College and Theological Seminary,0,0,0,0,0,0,0,0,
443049,Faith International University,0,0,0,0,0,0,0,0,
443058,Family of Faith Christian University,0,0,0,0,0,0,0,0,
101189,Faulkner University,0,0,0,0,0,0,0,0,
184612,Felician University,0,0,0,0,0,0,0,0,
232089,Ferrum College,0,0,0,0,0,0,0,0,
114549,Fielding Graduate University,0,0,0,0,0,0,0,0,
172440,Finlandia University,0,0,0,0,0,0,0,0,
165802,Fisher College,0,0,0,0,0,0,0,0,
220181,Fisk University,0,0,0,0,0,0,0,0,
114585,Five Branches University,,,,,,,,0,
133711,Flagler College,0,0,0,0,0,0,0,0,
444990,Flagler College-Tallahassee,,,,,,0,0,0,
133809,Florida College,0,0,0,0,0,0,0,0,
133881,Florida Institute of Technology,0,0,0,0,0,0,0,0,
480569,Florida Institute of Technology-Online,0,0,0,0,0,0,0,0,
133979,Florida Memorial University,0,0,0,0,0,0,0,0,
134079,Florida Southern College,0,0,0,0,0,0,0,0,
177418,Fontbonne University,0,0,0,0,0,0,0,0,
191241,Fordham University,0,0,0,0,0,0,0,0,
177427,Forest Institute of Professional Psychology,,,,,,0,0,0,
160074,Franciscan Missionaries of Our Lady University,0,0,0,0,0,0,0,0,
114734,Franciscan School of Theology,0,0,0,0,0,0,0,0,
205957,Franciscan University of Steubenville,0,0,0,0,0,0,0,0,
212577,Franklin and Marshall College,0,0,0,0,0,0,0,0,
150604,Franklin College,0,0,0,0,0,0,0,0,
182795,Franklin Pierce University,0,0,0,0,0,0,0,0,
202806,Franklin University,0,0,0,0,0,0,0,0,
441982,Franklin W Olin College of Engineering,0,0,0,0,0,0,0,0,
220215,Freed-Hardeman University,0,0,0,0,0,0,0,0,
114813,Fresno Pacific University,0,0,0,0,0,0,0,0,
155089,Friends University,0,0,0,0,0,0,0,0,
156727,Frontier Nursing University,0,0,0,0,0,0,0,0,
114840,Fuller Theological Seminary,0,0,0,0,0,0,0,0,
218070,Furman University,0,0,0,0,0,0,0,0,
131450,Gallaudet University,0,0,0,0,0,0,0,0,
212601,Gannon University,0,0,0,0,0,0,0,0,
198561,Gardner-Webb University,0,0,0,0,0,0,0,0,
145275,Garrett-Evangelical Theological Seminary,0,0,0,0,0,0,0,0,
456542,Geisinger Commonwealth School of Medicine,0,0,0,0,0,0,0,0,
212656,Geneva College,0,0,0,0,0,0,0,0,
208822,George Fox University,0,0,0,0,0,0,0,0,
131469,George Washington University,0,0,0,0,0,0,0,0,
156745,Georgetown College,0,0,0,0,0,0,0,0,
131496,Georgetown University,0,0,0,0,0,0,0,0,
461236,Georgia Central University,,,0,0,0,0,0,0,
184773,Georgian Court University,0,0,0,0,0,0,0,0,
458511,Gerstner Sloan-Kettering Graduate School of Biomedical Sciences,,,,,,,,0,
212674,Gettysburg College,0,0,0,0,0,0,0,0,
230889,Goddard College,0,0,0,0,0,0,0,0,
202903,Gods Bible School and College,0,0,0,0,0,0,0,0,
115083,Golden Gate University-San Francisco,0,0,0,0,0,0,0,0,
130989,Goldey-Beacom College,0,0,0,0,0,0,0,0,
235316,Gonzaga University,0,0,0,0,0,0,0,0,
202912,Good Samaritan College of Nursing and Health Science,0,0,0,0,0,0,0,0,
129154,Goodwin University,0,0,0,0,0,0,0,0,
165936,Gordon College,0,0,0,0,0,0,0,0,
165945,Gordon-Conwell Theological Seminary,0,0,0,0,0,0,0,0,
150668,Goshen College,0,0,0,0,0,0,0,0,
162654,Goucher College,0,0,0,0,0,0,0,0,
170000,Grace Christian University,0,0,0,0,0,0,0,0,
150677,Grace College and Theological Seminary,0,0,0,0,0,0,0,0,
461528,Grace College of Divinity,0,0,0,0,0,0,0,0,
181093,Grace University,,,0,0,0,0,0,0,
153366,Graceland University-Lamoni,0,0,0,0,0,0,0,0,
115214,Graduate Theological Union,0,0,0,0,0,0,0,0,
153375,Grand View University,0,0,0,0,0,0,0,0,
212771,Gratz College,0,0,0,0,0,0,0,0,
170091,Great Lakes Christian College,0,0,0,0,0,0,0,0,
230898,Green Mountain College,,0,0,0,0,0,0,0,
198598,Greensboro College,0,0,0,0,0,0,0,0,
145372,Greenville University,0,0,0,0,0,0,0,0,
153384,Grinnell College,0,0,0,0,0,0,0,0,
212805,Grove City College,0,0,0,0,0,0,0,0,
198613,Guilford College,0,0,0,0,0,0,0,0,
173647,Gustavus Adolphus College,0,0,0,0,0,0,0,0,
212832,Gwynedd Mercy University,0,0,0,0,0,0,0,0,
191515,Hamilton College,0,0,0,0,0,0,0,0,
173665,Hamline University,0,0,0,0,0,0,0,0,
232256,Hampden-Sydney College,0,0,0,0,0,0,0,0,
166018,Hampshire College,0,0,0,0,0,0,0,0,
232265,Hampton University,0,0,0,0,0,0,0,0,
177542,Hannibal-LaGrange University,0,0,0,0,0,0,0,0,
150756,Hanover College,0,0,0,0,0,0,0,0,
225247,Hardin-Simmons University,0,0,0,0,0,0,0,0,
107044,Harding University,0,0,0,0,0,0,0,0,
446640,Harrisburg University of Science and Technology,0,0,0,0,0,0,0,0,
129491,Hartford Seminary,0,0,0,0,0,0,0,0,
191533,Hartwick College,0,0,0,0,0,0,0,0,
166027,Harvard University,0,0,0,0,0,0,0,0,
115409,Harvey Mudd College,0,0,0,0,0,0,0,0,
181127,Hastings College,0,0,0,0,0,0,0,0,
212911,Haverford College,0,0,0,0,0,0,0,0,
449579,Hawaii College of Oriental Medicine,,,,,,,0,0,
141644,Hawaii Pacific University,0,0,0,0,0,0,0,0,
173683,Hazelden Betty Ford Graduate School of Addiction Studies,0,0,0,0,0,0,0,0,
166045,Hebrew College,0,0,0,0,0,0,0,0,
145497,Hebrew Theological College,0,0,0,0,0,0,0,0,
203067,Hebrew Union College-Jewish Institute of Religion,0,0,0,0,0,0,0,0,
203085,Heidelberg University,0,0,0,0,0,0,0,0,
191597,Helene Fuld College of Nursing,0,0,0,0,0,0,0,0,
166054,Hellenic College-Holy Cross Greek Orthodox School of Theology,0,0,0,0,0,0,0,0,
107080,Hendrix College,0,0,0,0,0,0,0,0,
198677,Heritage Bible College,0,0,0,0,0,0,0,0,
101453,Heritage Christian University,0,0,0,0,0,0,0,0,
235422,Heritage University,0,0,0,0,0,0,0,0,
198695,High Point University,0,0,0,0,0,0,0,0,
191621,Hilbert College,0,0,0,0,0,0,0,0,
203128,Hiram College,0,0,0,0,0,0,0,0,
220312,Hiwassee College,,0,0,0,0,0,0,0,
191630,Hobart William Smith Colleges,0,0,0,0,0,0,0,0,
134510,Hobe Sound Bible College,0,0,0,0,0,0,0,0,
367884,Hodges University,0,0,0,0,0,0,0,0,
191649,Hofstra University,0,0,0,0,0,0,0,0,
232308,Hollins University,0,0,0,0,0,0,0,0,
129534,Holy Apostles College and Seminary,0,0,0,0,0,0,0,0,
150774,Holy Cross College,0,0,0,0,0,0,0,0,
239743,Holy Family College,0,0,0,0,0,0,0,0,
212984,Holy Family University,0,0,0,0,0,0,0,0,
115728,Holy Names University,0,0,0,0,0,0,0,0,
162760,Hood College,0,0,0,0,0,0,0,0,
443076,Hood Theological Seminary,0,0,0,0,0,0,0,0,
170301,Hope College,0,0,0,0,0,0,0,0,
120537,Hope International University,0,0,0,0,0,0,0,0,
457226,Horizon University,0,0,0,0,0,0,0,0,
191676,Houghton College,0,0,0,0,0,0,0,0,
225399,Houston Baptist University,0,0,0,0,0,0,0,0,
246345,Houston Graduate School of Theology,0,0,0,0,0,0,0,0,
225548,Howard Payne University,0,0,0,0,0,0,0,0,
131520,Howard University,247692000,207109000,207804000,206753000,243328000,262755000,264899000,260535000,
164368,Hult International Business School,0,0,0,0,0,0,0,0,
115773,Humphreys University-Stockton and Modesto Campuses,0,0,0,0,0,0,0,0,
101435,Huntingdon College,0,0,0,0,0,0,0,0,
150941,Huntington University,0,0,0,0,0,0,0,0,
449348,Huntsville Bible College,0,0,0,0,0,0,0,0,
161165,Husson University,,,,,,0,0,0,
225575,Huston-Tillotson University,0,0,0,0,0,0,0,0,
193405,Icahn School of Medicine at Mount Sinai,1912693286,1778998531,1617885615,1146868438,972993535,893149234,810281409,687721051,
127273,Iliff School of Theology,0,0,0,0,0,0,0,0,
145691,Illinois College,0,0,0,0,0,0,0,0,
145628,Illinois College of Optometry,0,0,0,0,0,0,0,0,
145725,Illinois Institute of Technology,0,0,0,0,0,0,0,0,
145646,Illinois Wesleyan University,0,0,0,0,0,0,0,0,
213011,Immaculata University,0,0,0,0,0,0,0,0,
151290,Indiana Institute of Technology,0,0,0,0,0,0,0,0,
151801,Indiana Wesleyan University-Marion,0,0,0,0,0,0,0,0,
247922,Ingalls Memorial Hospital Dietetic Internship,,,,,,,,,
145886,Institute for Clinical Social Work,0,0,0,0,0,0,0,0,
462044,Institute for Doctoral Studies in the Visual Arts,0,0,0,0,0,0,0,0,
454838,Institute of Taoist Education and Acupuncture,0,0,0,0,0,0,0,0,
455804,Institute of World Politics,0,0,0,0,0,0,0,0,
140146,Interdenominational Theological Center,0,0,0,0,0,0,0,0,
436614,International Baptist College and Seminary,0,0,0,0,0,0,0,0,
448691,International Institute for Restorative Practices,0,0,0,0,0,0,0,0,
443128,International Technological University,0,0,0,0,0,,0,0,
191931,Iona College,0,0,0,0,0,0,0,0,
153621,Iowa Wesleyan University,0,0,0,0,0,0,0,0,
441238,Irell & Manella Graduate School of Biological Sciences at City of Hope,0,0,0,0,0,0,0,0,
191968,Ithaca College,0,0,0,0,0,0,0,0,
134945,Jacksonville University,0,0,0,0,0,0,0,0,
225885,Jarvis Christian College,0,0,0,0,0,0,0,0,
215099,Jefferson (Philadelphia University + Thomas Jefferson University),,,0,0,0,0,0,0,
192040,Jewish Theological Seminary of America,0,0,0,0,0,0,0,0,
107141,John Brown University,0,0,0,0,0,0,0,0,
203368,John Carroll University,0,0,0,0,0,0,0,0,
116712,John F. Kennedy University,0,0,0,0,0,0,0,0,
452133,John Hancock University,,,,,,,,,
462354,John Paul the Great Catholic University,0,0,0,0,0,0,0,0,
198747,John Wesley University,,,0,0,0,0,0,0,
162928,Johns Hopkins University,0,0,0,0,0,0,0,0,
445708,Johnson & Wales University-Charlotte,0,,,,,,,,
439288,Johnson & Wales University-Denver,0,,,,,,,,
414823,Johnson & Wales University-North Miami,0,,,,,,,,
460349,Johnson & Wales University-Online,,,,,,,,,
217235,Johnson & Wales University-Providence,0,0,0,0,0,0,0,0,
198756,Johnson C Smith University,0,0,0,0,0,0,0,0,
220473,Johnson University,0,0,0,0,0,0,0,0,
132879,Johnson University Florida,0,0,0,0,0,0,0,0,
135063,Jones College-Jacksonville,,,,0,0,0,0,0,
101541,Judson College,0,0,0,0,0,0,0,0,
146339,Judson University,0,0,0,0,0,0,0,0,
461139,Jung Tao School of Classical Chinese Medicine,0,0,0,0,0,0,0,0,
213251,Juniata College,0,0,0,0,0,0,0,0,
170532,Kalamazoo College,0,0,0,0,0,0,0,0,
177746,Kansas City Art Institute,0,0,0,0,0,0,0,0,
179812,Kansas City University of Medicine and Biosciences,0,0,0,0,0,0,0,0,
155414,Kansas Wesleyan University,0,0,0,0,0,0,0,0,
440031,Keck Graduate Institute,0,0,0,0,0,0,0,0,
192165,Kehilath Yakov Rabbinical Seminary,0,0,0,0,0,0,0,0,
135081,Keiser University-Ft Lauderdale,0,0,0,0,0,0,0,0,
177816,Kenrick Glennon Seminary,0,0,0,0,0,0,0,0,
157100,Kentucky Christian University,0,0,0,0,0,0,0,0,
157030,Kentucky Mountain Bible College,0,0,0,0,0,0,0,0,
157076,Kentucky Wesleyan College,0,0,0,0,0,0,0,0,
203535,Kenyon College,0,0,0,0,0,0,0,0,
461847,Keser Torah-Mayan Hatalmud,0,,,,0,0,0,0,
203544,Kettering College,0,0,0,0,0,0,0,0,
169983,Kettering University,0,0,0,0,0,0,0,0,
192192,Keuka College,0,0,0,0,0,0,0,0,
213303,Keystone College,0,0,0,0,0,0,0,0,
220516,King University,0,0,0,0,0,0,0,0,
213321,King's College,0,0,0,0,0,0,0,0,
260956,Knowledge Systems Institute,,,,,0,0,0,0,
146427,Knox College,0,0,0,0,0,0,0,0,
192244,Kol Yaakov Torah Center,,,,,,,,,
171881,Kuyper College,0,0,0,0,0,0,0,0,
213358,La Roche University,0,0,0,0,0,0,0,0,
213367,La Salle University,0,0,0,0,0,0,0,0,
117627,La Sierra University,0,0,0,0,0,0,0,0,
165264,Laboure College,0,0,0,0,0,0,0,0,
213385,Lafayette College,0,0,0,0,0,0,0,0,
140234,LaGrange College,0,0,0,0,0,0,0,0,
117168,Laguna College of Art and Design,0,0,0,0,0,0,0,0,
203580,Lake Erie College,0,0,0,0,0,0,0,0,
407629,Lake Erie College of Osteopathic Medicine,0,0,0,0,0,0,0,0,
146481,Lake Forest College,0,0,0,0,0,0,0,0,
146490,Lake Forest Graduate School of Management,0,0,0,0,0,0,0,0,
238980,Lakeland University,0,0,0,0,0,0,0,0,
146533,Lakeview College of Nursing,0,0,0,0,0,0,0,0,
213400,Lancaster Bible College,0,0,0,0,0,0,0,0,
213446,Lancaster Theological Seminary,0,0,0,0,0,0,0,0,
247649,Landmark College,0,0,0,0,0,0,0,0,
220598,Lane College,0,0,0,0,0,0,0,0,
166391,Lasell University,0,0,0,0,0,0,0,0,
170675,Lawrence Technological University,0,0,0,0,0,0,0,0,
239017,Lawrence University,0,0,0,0,0,0,0,0,
192323,Le Moyne College,0,0,0,0,0,0,0,0,
220604,Le Moyne-Owen College,0,0,0,0,0,0,0,0,
213507,Lebanon Valley College,0,0,0,0,0,0,0,0,
220613,Lee University,0,0,0,0,0,0,0,0,
198808,Lees-McRae College,0,0,0,0,0,0,0,0,
213543,Lehigh University,0,0,0,0,0,0,0,0,
198835,Lenoir-Rhyne University,0,0,0,0,0,0,0,0,
218265,Lenoir-Rhyne University-Lutheran Theological Southern Seminary,,,,,0,0,0,0,
166452,Lesley University,0,0,0,0,0,0,0,0,
433217,Lester E Cox Medical Center-School of Medical Technology,,,,,,,,,
226231,LeTourneau University,0,0,0,0,0,0,0,0,
209056,Lewis & Clark College,0,0,0,0,0,0,0,0,
146612,Lewis University,0,0,0,0,0,0,0,0,
146621,Lexington College,,,,,,,0,0,
157207,Lexington Theological Seminary,0,0,0,0,0,0,0,0,
232557,Liberty University,0,0,0,0,0,0,0,0,
117520,Life Chiropractic College West,0,0,0,0,0,0,0,0,
117104,Life Pacific University,0,0,0,0,0,0,0,0,
140252,Life University,7678434,7155743,6739724,6991192,6598011,6620651,6335415,6028248,
218238,Limestone University,0,0,0,0,0,0,0,0,
146667,Lincoln Christian University,0,0,0,0,0,0,0,0,
146676,Lincoln College,0,0,0,0,0,0,0,0,
220631,Lincoln Memorial University,0,0,0,0,0,0,0,0,
117557,Lincoln University,0,0,0,0,0,0,0,0,
177968,Lindenwood University,0,0,0,0,0,0,0,0,
157216,Lindsey Wilson College,0,0,0,0,0,0,0,0,
209065,Linfield University-McMinnville Campus,0,0,0,0,0,0,0,0,
437325,Linfield University-Online and Continuing Education,,,,,,,,,
437316,Linfield University-School of Nursing,,,,,,,,,
219976,Lipscomb University,0,0,0,0,0,0,0,0,
192563,LIU Brentwood,,,0,0,0,0,0,0,
192439,LIU Brooklyn,,,0,0,0,0,0,0,
192554,LIU Hudson at Rockland,,,,0,0,0,0,0,
432357,LIU Hudson at Westchester,,,0,0,0,0,0,0,
450766,LIU Riverhead,,,0,0,0,0,0,0,
198862,Livingstone College,0,0,0,0,0,0,0,0,
177986,Logan University,0,0,0,0,0,0,0,0,
117636,Loma Linda University,0,0,0,0,0,0,0,0,
192448,Long Island University,0,0,0,0,0,0,0,0,
166489,Longy School of Music of Bard College,0,0,0,0,0,0,0,0,
153825,Loras College,0,0,0,0,0,0,0,0,
474863,Los Angeles Pacific University,0,0,0,0,0,0,0,0,
159568,Louisiana College,0,0,0,0,0,0,0,0,
157298,Louisville Presbyterian Theological Seminary,0,0,0,0,0,0,0,0,
203757,Lourdes University,0,0,0,0,0,0,0,0,
117946,Loyola Marymount University,0,0,0,0,0,0,0,0,
146719,Loyola University Chicago,0,0,0,0,0,0,0,0,
163046,Loyola University Maryland,0,0,0,0,0,0,0,0,
159656,Loyola University New Orleans,0,0,0,0,0,0,0,0,
226383,Lubbock Christian University,0,0,0,0,0,0,0,0,
153834,Luther College,0,0,0,0,0,0,0,0,
135364,Luther Rice College & Seminary,0,0,0,0,0,0,0,0,
173896,Luther Seminary,0,0,0,0,0,0,0,0,
146728,Lutheran School of Theology at Chicago,0,0,0,0,0,0,0,0,
213640,Lutheran Theological Seminary at Philadelphia,,,,0,0,0,0,0,
213668,Lycoming College,0,0,0,0,0,0,0,0,
129686,Lyme Academy College of Fine Arts,,,,,,0,0,0,
132657,Lynn University,0,0,0,0,0,0,0,0,
106342,Lyon College,0,0,0,0,0,0,0,0,
173902,Macalester College,0,0,0,0,0,0,0,0,
192624,Machzikei Hadath Rabbinical College,0,0,0,0,0,0,0,0,
146825,MacMurray College,0,0,0,0,0,0,0,0,
170806,Madonna University,0,0,0,0,0,0,0,0,
182917,Magdalen College,0,0,0,0,0,0,,,
153861,Maharishi International University,0,0,0,0,0,0,0,0,
161509,Maine College of Art,0,0,0,0,0,0,0,0,
203775,Malone University,0,0,0,0,0,0,0,0,
151777,Manchester University,0,0,0,0,0,0,0,0,
155496,Manhattan Christian College,0,0,0,0,0,0,0,0,
192703,Manhattan College,0,0,0,0,0,0,0,0,
192712,Manhattan School of Music,0,0,0,0,0,0,0,0,
192749,Manhattanville College,0,0,0,0,0,0,0,0,
446394,Maple Springs Baptist Bible College and Seminary,0,0,0,0,0,0,0,0,
239071,Maranatha Baptist University,0,0,0,0,0,0,0,0,
192785,Maria College of Albany,0,0,0,0,0,0,0,0,
151786,Marian University,0,0,0,0,0,0,0,0,
239080,Marian University,0,0,0,0,0,0,0,0,
203845,Marietta College,0,0,0,0,0,0,0,0,
192819,Marist College,0,0,0,0,0,0,0,0,
230940,Marlboro College,0,0,0,0,0,0,0,0,
440411,Marlboro College Graduate & Professional Studies,,,,,,,,,
239105,Marquette University,0,0,0,0,0,0,0,0,
198899,Mars Hill University,0,0,0,0,0,0,0,0,
123943,Marshall B Ketchum University,0,0,0,0,0,0,0,0,
173452,Martin Luther College,0,0,0,0,0,0,0,0,
220701,Martin Methodist College,0,0,0,0,0,0,0,0,
151810,Martin University,0,0,0,0,0,0,0,0,
232672,Mary Baldwin University,0,0,0,0,0,0,0,0,
170842,Marygrove College,,0,0,0,0,0,0,0,
163295,Maryland Institute College of Art,0,0,0,0,0,0,0,0,
164085,Maryland University of Integrative Health,0,0,0,0,0,0,0,0,
209108,Marylhurst University,,,0,0,0,0,0,0,
118541,Marymount California University,0,0,0,0,0,0,0,0,
192864,Marymount Manhattan College,0,0,0,0,0,0,0,0,
232706,Marymount University,0,0,0,0,0,0,0,0,
220710,Maryville College,0,0,0,0,0,0,0,0,
178059,Maryville University of Saint Louis,0,0,0,0,0,0,0,0,
213826,Marywood University,0,0,0,0,0,0,0,0,
431594,Massachusetts General Hospital Dietetic Internship,,,,,,,,,
166683,Massachusetts Institute of Technology,0,0,0,0,0,0,0,0,
369002,Massachusetts School of Law,0,0,0,0,0,0,0,0,
173957,Mayo Clinic College of Medicine and Science,0,0,0,0,0,0,0,0,
365426,Mayo Clinic Graduate School of Biomedical Sciences,,,0,0,0,0,0,0,
173966,Mayo Clinic School of Health Sciences,,,0,0,0,0,0,0,
146977,McCormick Theological Seminary,0,0,0,0,0,0,0,0,
164270,McDaniel College,0,0,0,0,0,0,0,0,
147013,McKendree University,0,0,0,0,0,0,0,0,
226587,McMurry University,0,0,0,0,0,0,0,0,
155511,McPherson College,0,0,0,0,0,0,0,0,
166656,MCPHS University,0,0,0,0,0,0,0,0,
147031,Meadville Lombard Theological School,0,0,0,0,0,0,0,0,
192925,Medaille College,0,0,0,0,0,0,0,0,
239169,Medical College of Wisconsin,683564000,682394000,656223000,610901000,571651000,550024000,533885000,549349000,
220792,Meharry Medical College,25780392,30683907,31446992,27658527,28073567,29553146,32041509,33191129,
220808,Memphis College of Art,0,0,0,0,0,0,0,0,
220871,Memphis Theological Seminary,0,0,0,0,0,0,0,0,
118693,Menlo College,0,0,0,0,0,0,0,0,
140447,Mercer University,0,0,0,0,0,0,0,0,
193016,Mercy College,0,0,0,0,0,0,0,0,
153977,Mercy College of Health Sciences,0,0,0,0,0,0,0,0,
203960,Mercy College of Ohio,0,0,0,0,0,0,0,0,
213987,Mercyhurst University,0,0,0,0,0,0,0,0,
198950,Meredith College,0,0,0,0,0,0,0,0,
166850,Merrimack College,0,0,0,0,0,0,0,0,
193061,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,0,0,0,0,0,0,0,0,
193052,Mesivta Torah Vodaath Rabbinical Seminary,0,0,0,0,0,0,0,0,
193070,Mesivtha Tifereth Jerusalem of America,0,0,0,0,0,0,0,0,
417752,Messenger College,0,0,0,0,0,0,0,0,
213996,Messiah University,0,0,0,0,0,0,0,0,
147129,Methodist College,0,0,0,0,0,0,0,0,
203997,Methodist Theological School in Ohio,0,0,0,0,0,0,0,0,
198969,Methodist University,0,0,0,0,0,0,0,0,
190114,Metropolitan College of New York,0,0,0,0,0,0,0,0,
166869,MGH Institute of Health Professions,0,0,0,0,0,0,0,0,
434414,Michigan Jewish Institute,,,,,0,0,0,0,
169220,Michigan School of Psychology,0,0,0,0,0,0,0,0,
169628,Michigan State University-College of Law,0,0,0,0,0,0,0,0,
245953,Mid-America Christian University,0,0,0,0,0,0,0,0,
151962,Mid-America College of Funeral Service,0,0,0,0,0,0,0,0,
199458,Mid-Atlantic Christian University,0,0,0,0,0,0,0,0,
157359,Mid-Continent University,,,,,,,0,0,
155520,MidAmerica Nazarene University,0,0,0,0,0,0,0,0,
220996,Middle Tennessee School of Anesthesia Inc,0,0,0,0,0,0,0,0,
230959,Middlebury College,0,0,0,0,0,0,0,0,
119058,Middlebury Institute of International Studies at Monterey,,,,,,,,,
181330,Midland University,0,0,0,0,0,0,0,0,
157377,Midway University,0,0,0,0,0,0,0,0,
178208,Midwestern Baptist Theological Seminary,0,0,0,0,0,0,0,0,
143853,Midwestern University-Downers Grove,7033854,8505953,7203283,6971564,6735031,6782134,14571300,15484458,
423643,Midwestern University-Glendale,5430643,5841821,5028654,5036616,4897500,4926474,4564396,3932379,
101675,Miles College,0,0,0,0,0,0,0,0,
221014,Milligan College,,,,,,0,0,0,
147244,Millikin University,0,0,0,0,0,0,0,0,
118888,Mills College,0,0,0,0,0,0,0,0,
175980,Millsaps College,0,0,0,0,0,0,0,0,
239309,Milwaukee Institute of Art & Design,0,0,0,0,0,0,0,0,
239318,Milwaukee School of Engineering,0,0,0,0,0,0,0,0,
174127,Minneapolis College of Art and Design,0,0,0,0,0,0,0,0,
193247,Mirrer Yeshiva Cent Institute,0,0,0,0,0,0,0,0,
214069,Misericordia University,0,0,0,0,0,0,0,0,
211130,Missio Theological Seminary,0,0,0,0,0,0,0,0,
176053,Mississippi College,0,0,0,0,0,0,0,0,
178244,Missouri Baptist University,0,0,0,0,0,0,0,0,
178369,Missouri Valley College,0,0,0,0,0,0,0,0,
129774,Mitchell College,0,0,0,0,0,0,0,0,
175281,Mitchell Hamline School of Law,0,0,0,0,0,0,0,0,
193292,Molloy College,0,0,0,0,0,0,0,0,
147341,Monmouth College,0,0,0,0,0,0,0,0,
185572,Monmouth University,0,0,0,0,0,0,0,0,
262165,Montana Bible College,,,,,,0,,0,
127954,Montessori Education Center of the Rockies,,,,,,,,,
436021,Montessori Institute of Milwaukee,,,,,,,,,
199032,Montreat College,0,0,0,0,0,0,0,0,
166911,Montserrat College of Art,0,0,0,0,0,0,0,0,
147369,Moody Bible Institute,0,0,0,0,0,0,0,0,
214148,Moore College of Art and Design,0,0,0,0,0,0,0,0,
214157,Moravian College,0,0,0,0,0,0,0,0,
140553,Morehouse College,0,0,0,0,0,0,0,0,
140562,Morehouse School of Medicine,0,0,0,0,0,0,0,0,
154004,Morningside College,0,0,0,0,0,0,0,0,
218399,Morris College,0,0,0,0,0,0,0,0,
214166,Mount Aloysius College,0,0,0,0,0,0,0,0,
209241,Mount Angel Seminary,0,0,0,0,0,0,0,0,
204176,Mount Carmel College of Nursing,0,0,0,0,0,0,0,0,
166939,Mount Holyoke College,0,0,0,0,0,0,0,0,
166948,Mount Ida College,,,0,0,0,0,0,0,
219198,Mount Marty University,0,0,0,0,0,0,0,0,
239390,Mount Mary University,0,0,0,0,0,0,0,0,
154013,Mount Mercy University,0,0,0,0,0,0,0,0,
204200,Mount Saint Joseph University,0,0,0,0,0,0,0,0,
193353,Mount Saint Mary College,0,0,0,0,0,0,0,0,
119173,Mount Saint Mary's University,0,0,0,0,0,0,0,0,
163462,Mount St. Mary's University,0,0,0,0,0,0,0,0,
204194,Mount Vernon Nazarene University,0,0,0,0,0,0,0,0,
237154,Mountain State University,,,,,,,,,
214175,Muhlenberg College,0,0,0,0,0,0,0,0,
209287,Multnomah University,0,0,0,0,0,0,0,0,
204264,Muskingum University,0,0,0,0,0,0,0,0,
127653,Naropa University,0,0,0,0,0,0,0,0,
239424,Nashotah House,0,0,0,0,0,0,0,0,
441478,National Graduate School of Quality Management,,,0,0,0,0,0,0,
434034,National Labor College,,,,,,,0,0,
147536,National Louis University,0,0,0,0,0,0,0,0,
119605,National University,0,0,0,0,0,0,0,0,
147590,National University of Health Sciences,0,0,0,0,0,0,0,0,
209296,National University of Natural Medicine,3834215,3599805,3596946,4005557,3928543,3474349,3248481,3261750,
127714,Nazarene Bible College,0,0,0,0,0,0,0,0,
178518,Nazarene Theological Seminary,0,0,0,0,0,0,0,0,
193584,Nazareth College,0,0,0,0,0,0,0,0,
181376,Nebraska Christian College of Hope International University,0,0,0,0,0,0,0,0,
181297,Nebraska Methodist College of Nursing & Allied Health,0,0,0,0,0,0,0,0,
181446,Nebraska Wesleyan University,0,0,0,0,0,0,0,0,
163532,Ner Israel Rabbinical College,0,0,0,0,0,0,0,0,
214272,Neumann University,0,0,0,0,0,0,0,0,
185758,New Brunswick Theological Seminary,0,0,0,0,0,0,0,0,
182980,New England College,0,0,0,0,0,0,0,0,
167093,New England College of Optometry,0,0,0,0,0,0,0,0,
217305,New England Institute of Technology,0,0,0,0,0,0,0,0,
167215,New England Law-Boston,0,0,0,0,0,0,0,0,
167181,New England School of Acupuncture,,,,,0,0,0,0,
373827,New England School of Communications,,,,,,,0,0,
430810,New Hampshire Institute of Art,,0,0,0,0,0,0,0,
208725,New Hope Christian College-Eugene,0,0,0,0,0,0,0,0,
159948,New Orleans Baptist Theological Seminary,0,0,0,0,0,0,0,0,
440396,New Saint Andrews College,0,,,,,0,0,0,
366368,New York Academy of Art,0,0,0,0,0,0,0,0,
193751,New York Chiropractic College,0,0,0,0,0,0,0,0,
418126,New York College of Health Professions,0,0,0,0,0,0,0,0,
194073,New York College of Podiatric Medicine,4191572,4250279,0,0,0,0,0,0,
439783,New York College of Traditional Chinese Medicine,0,0,0,0,0,0,0,0,
194091,New York Institute of Technology,0,0,0,0,0,0,0,0,
193821,New York Law School,0,0,0,0,0,0,0,0,
193830,New York Medical College,0,0,0,0,0,0,0,0,
194116,New York School of Interior Design,0,0,0,0,0,0,0,0,
193894,New York Theological Seminary,0,0,0,0,0,0,0,0,
193900,New York University,0,0,0,0,0,0,0,0,
218414,Newberry College,0,0,0,0,0,0,0,0,
