UnitID,Institution Name,Published in-state tuition and fees 2019-20 (IC2019_AY),Published in-state tuition and fees 2018-19 (IC2018_AY),Published in-state tuition and fees 2017-18 (IC2017_AY),Published in-state tuition and fees 2016-17 (IC2016_AY),Published in-state tuition and fees 2015-16 (IC2015_AY),Published in-state tuition and fees 2014-15 (IC2014_AY),Published in-state tuition and fees 2013-14 (IC2013_AY),Published in-state tuition and fees 2012-13 (IC2012_AY),
239071,Maranatha Baptist University,16660,15410,14910,14260,13940,13510,13120,12860,
192785,Maria College of Albany,15600,15140,14610,14210,13340,12050,11130,10520,
151786,Marian University,35000,34000,33000,31500,30500,29400,28400,27300,
239080,Marian University,27950,27400,27400,28280,27210,25930,24650,23440,
203845,Marietta College,36040,36040,36040,35330,34300,33140,31940,30950,
192819,Marist College,42500,39600,36780,35210,33840,32590,31290,30090,
230940,Marlboro College,27485,40840,40425,40030,39250,38110,38110,37640,
440411,Marlboro College Graduate & Professional Studies,,,,,,,,,
239105,Marquette University,43936,41870,39900,38470,37170,35930,34640,33244,
198899,Mars Hill University,34118,32968,31804,30534,29382,27590,25636,24536,
123943,Marshall B Ketchum University,,,,,,,,,
173452,Martin Luther College,15870,15410,14680,13980,13570,12920,12300,11770,
220701,Martin Methodist College,24900,24246,23800,23708,23200,23100,22272,21368,
151810,Martin University,13200,13200,13200,12536,12536,11960,11960,14180,
232672,Mary Baldwin University,31110,31110,31110,30635,30331,29595,28720,28020,
170842,Marygrove College,,,22750,22064,20930,20336,19850,18900,
163295,Maryland Institute College of Art,50330,48630,46990,45400,43870,42390,40890,39340,
164085,Maryland University of Integrative Health,,,,,,,,,
209108,Marylhurst University,,,,20835,20835,20295,19665,18945,
118541,Marymount California University,36134,36134,35884,35884,34680,31932,30579,28920,
192864,Marymount Manhattan College,35628,33778,31950,30290,28700,27636,26640,25648,
232706,Marymount University,33330,31926,30876,29780,28310,27470,26430,25178,
220710,Maryville College,35578,34880,34196,33524,32866,31754,31132,30522,
178059,Maryville University of Saint Louis,28470,28470,28470,27958,26958,25884,25002,23746,
213826,Marywood University,35904,34910,33940,33000,32692,31695,30690,29380,
431594,Massachusetts General Hospital Dietetic Internship,,,,,,,,,
166683,Massachusetts Institute of Technology,53790,51832,49892,48452,46704,45016,43498,42050,
369002,Massachusetts School of Law,,,,,,,,,
173957,Mayo Clinic College of Medicine and Science,5797,,,,,,,,
365426,Mayo Clinic Graduate School of Biomedical Sciences,,,,,,,,,
173966,Mayo Clinic School of Health Sciences,,,,,,,,,
146977,McCormick Theological Seminary,,,,,,,,,
164270,McDaniel College,44540,43260,41800,40580,39500,38350,36960,35800,
147013,McKendree University,31640,30520,29640,28740,27930,26900,26050,25340,
226587,McMurry University,28099,27419,26887,26275,25763,25019,24296,23480,
155511,McPherson College,30077,28951,27823,26498,25236,24035,22891,21810,
166656,MCPHS University,34650,33620,32590,31560,30530,30400,28470,27440,
147031,Meadville Lombard Theological School,,,,,,,,,
192925,Medaille College,30450,29500,28360,27276,26252,25002,23812,22678,
239169,Medical College of Wisconsin,,,,,,,,,
220792,Meharry Medical College,,,,,,,,,
220808,Memphis College of Art,,,33130,31700,30250,28870,27500,26250,
220871,Memphis Theological Seminary,,,,,,,,,
118693,Menlo College,44305,42800,41350,39950,38750,37520,37100,36110,
140447,Mercer University,37808,36894,36000,35130,34450,33780,33120,32466,
193016,Mercy College,19594,19042,18714,18392,18076,17766,17576,17556,
153977,Mercy College of Health Sciences,18150,17952,17600,16920,16268,15642,15040,14460,
203960,Mercy College of Ohio,15900,15240,14710,13430,12530,12000,11430,10920,
213987,Mercyhurst University,40170,37170,36320,34580,33314,31485,30300,29037,
198950,Meredith College,38620,37176,35916,34907,33730,32140,30562,29186,
166850,Merrimack College,43340,41760,40190,38825,37670,36215,35085,33920,
193061,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,9450,9450,8600,8600,8600,8600,8600,8600,
193052,Mesivta Torah Vodaath Rabbinical Seminary,12360,11960,11510,11310,11010,11010,10400,9900,
193070,Mesivtha Tifereth Jerusalem of America,11750,11500,11250,10750,10250,9750,9500,9400,
417752,Messenger College,9180,9180,9120,9120,8756,8756,8006,8410,
213996,Messiah University,36120,35160,34160,33180,32240,31340,30470,29460,
147129,Methodist College,17560,20750,20750,20710,20140,19600,17030,16448,
203997,Methodist Theological School in Ohio,,,,,,,,,
198969,Methodist University,34522,33852,32860,31980,30530,29080,27830,27070,
190114,Metropolitan College of New York,19828,19454,19180,18730,18030,17800,17530,17230,
166869,MGH Institute of Health Professions,,,,,,,,,
434414,Michigan Jewish Institute,,,,,3980,10700,10700,10700,
169220,Michigan School of Psychology,,,,,,,,,
169628,Michigan State University-College of Law,,,,,,,,,
245953,Mid-America Christian University,18838,19604,17830,17132,16798,16230,15688,15092,
151962,Mid-America College of Funeral Service,11900,11900,11900,11150,11150,10550,10550,9050,
199458,Mid-Atlantic Christian University,15810,15300,14080,13600,13440,12800,12160,11680,
157359,Mid-Continent University,,,,,,,8673,13350,
155520,MidAmerica Nazarene University,31786,29736,29670,28150,26150,24250,22290,21500,
220996,Middle Tennessee School of Anesthesia Inc,,,,,,,,,
230959,Middlebury College,56216,54450,52496,50063,47828,46044,45314,44111,
119058,Middlebury Institute of International Studies at Monterey,,,,,,,,,
181330,Midland University,34040,32598,31630,30430,29400,28150,27146,25994,
157377,Midway University,24850,24750,23950,23350,22250,22300,22150,20850,
178208,Midwestern Baptist Theological Seminary,8290,7920,7810,6925,6340,5760,6320,6660,
143853,Midwestern University-Downers Grove,,,,,,,,,
423643,Midwestern University-Glendale,,,,,,,,,
101675,Miles College,12464,12132,11794,11604,11604,11604,11454,11014,
221014,Milligan College,,,,,,28730,27916,26760,
147244,Millikin University,37054,35002,33066,31824,30630,29620,28644,28612,
118888,Mills College,30877,30257,46236,45635,44258,42918,41494,40080,
175980,Millsaps College,41314,39910,38930,37110,35510,33982,32520,30974,
239309,Milwaukee Institute of Art & Design,38550,37360,36230,35020,33560,32050,30989,29942,
239318,Milwaukee School of Engineering,42162,40749,39429,37980,36540,35520,34470,32370,
174127,Minneapolis College of Art and Design,40396,39120,37812,36548,35326,34146,32750,31650,
193247,Mirrer Yeshiva Cent Institute,9670,8570,7260,6980,6650,6100,5586,5125,
214069,Misericordia University,34560,33240,31660,30740,29840,29010,28210,27230,
211130,Missio Theological Seminary,,,,,,,,,
176053,Mississippi College,18800,18026,17392,16740,16064,15458,14868,14430,
178244,Missouri Baptist University,28220,27124,26020,24924,23886,22760,21790,20764,
178369,Missouri Valley College,21100,20600,20200,19750,19000,18400,18300,17900,
129774,Mitchell College,34050,33200,32442,31780,31000,30012,29458,28494,
175281,Mitchell Hamline School of Law,,,,,,,,,
193292,Molloy College,32600,31490,30310,29100,28030,26850,25710,24420,
147341,Monmouth College,38990,37674,36400,35300,34200,33200,31500,30450,
185572,Monmouth University,39592,38138,36732,35364,33729,32310,31018,29710,
262165,Montana Bible College,8586,,7640,7540,7220,7220,6690,6690,
127954,Montessori Education Center of the Rockies,,,,,,,,,
436021,Montessori Institute of Milwaukee,,,,,,,,,
199032,Montreat College,27950,26920,25730,24940,24220,23520,23520,22784,
166911,Montserrat College of Art,34350,33400,32000,30800,29550,28700,27770,26650,
147369,Moody Bible Institute,13290,13056,12960,12630,12284,11348,11356,10954,
214148,Moore College of Art and Design,43082,41424,39833,38301,36828,35410,34048,32738,
214157,Moravian College,45312,43636,42024,40287,38832,37572,35518,34484,
140553,Morehouse College,28847,27576,27278,26742,26742,26090,25468,24744,
140562,Morehouse School of Medicine,,,,,,,,,
154004,Morningside College,32720,31530,30490,29094,28155,27180,25990,25000,
218399,Morris College,14326,13886,13458,13045,12649,12317,11087,10840,
214166,Mount Aloysius College,23680,23110,22430,21850,21360,20790,20268,19520,
209241,Mount Angel Seminary,23368,22046,21404,20784,20176,19589,19018,18464,
204176,Mount Carmel College of Nursing,14372,13907,13442,12673,12180,12016,11675,17254,
166939,Mount Holyoke College,52258,49998,47940,45866,43886,42656,41456,41456,
166948,Mount Ida College,,,35720,33820,32300,30447,29377,26909,
219198,Mount Marty University,28126,27276,26310,25380,24406,22892,22892,22130,
239390,Mount Mary University,31160,30100,29510,28380,26760,25852,25098,24080,
154013,Mount Mercy University,33862,31998,30582,29696,28226,27010,26310,25400,
204200,Mount Saint Joseph University,31200,30100,29100,28300,27500,26850,25800,25100,
193353,Mount Saint Mary College,32772,31118,29920,29048,28233,27312,26250,25340,
119173,Mount Saint Mary's University,42792,41170,39608,37722,35944,34826,33852,32894,
163462,Mount St. Mary's University,42590,41350,40550,39000,37500,36021,34644,32954,
204194,Mount Vernon Nazarene University,30404,29244,28090,26950,25748,24650,23690,22890,
237154,Mountain State University,,,,,,,,7680,
214175,Muhlenberg College,54600,52595,50830,48310,45875,44145,42755,41510,
209287,Multnomah University,27050,25900,24680,23680,22760,22100,21850,21240,
204264,Muskingum University,28878,28266,27646,26928,25776,24676,23662,22628,
127653,Naropa University,33070,31790,31790,31170,30580,29970,28790,27670,
239424,Nashotah House,,,,,,,,,
441478,National Graduate School of Quality Management,,,,,,,,,
434034,National Labor College,,,,,,,9528,,
147536,National Louis University,11010,10710,10440,10380,10617,12867,15915,18930,
119605,National University,13320,13320,13016,13016,12744,12384,12096,11736,
147590,National University of Health Sciences,,,,,,,,,
209296,National University of Natural Medicine,,,,,,,,,
127714,Nazarene Bible College,10080,11760,11760,11520,11400,11400,10800,11250,
178518,Nazarene Theological Seminary,,,,,,,,,
193584,Nazareth College,35641,34505,33549,32649,31745,30762,29624,28330,
181376,Nebraska Christian College of Hope International University,18000,17665,16830,16200,15000,13200,11300,12600,
181297,Nebraska Methodist College of Nursing & Allied Health,16284,16308,15980,13802,13418,13614,13302,12510,
181446,Nebraska Wesleyan University,35564,34202,32894,31394,29800,28500,27242,25918,
163532,Ner Israel Rabbinical College,12400,12400,11900,11400,10900,10300,10000,9700,
214272,Neumann University,32960,31400,30050,28580,26918,25860,24948,24232,
185758,New Brunswick Theological Seminary,,,,,,,,,
182980,New England College,38670,37914,36954,35952,34606,33900,33000,31744,
167093,New England College of Optometry,,,,,,,,,
217305,New England Institute of Technology,30840,29856,28656,26151,23031,22371,21285,20685,
167215,New England Law-Boston,,,,,,,,,
167181,New England School of Acupuncture,,,,,,,,,
373827,New England School of Communications,,,,,,16847,14104,13482,
430810,New Hampshire Institute of Art,,28080,26880,25780,24690,24010,22410,21450,
208725,New Hope Christian College-Eugene,15700,14830,14830,14230,14230,15950,14750,13590,
159948,New Orleans Baptist Theological Seminary,9100,8620,8040,7380,6900,6660,6540,6270,
440396,New Saint Andrews College,13150,12800,12450,12100,11800,11500,11200,10750,
366368,New York Academy of Art,,,,,,,,,
193751,New York Chiropractic College,,,,,,,,,
418126,New York College of Health Professions,14226,14226,14226,14226,14226,13830,13434,12066,
194073,New York College of Podiatric Medicine,,,,,,,,,
439783,New York College of Traditional Chinese Medicine,,,,,,,,,
194091,New York Institute of Technology,38010,36890,35870,35160,33480,32180,30780,28940,
193821,New York Law School,,,,,,,,,
193830,New York Medical College,,,,,,,,,
194116,New York School of Interior Design,26322,24834,23590,22710,22670,26540,26540,23026,
193894,New York Theological Seminary,,,,,,,,,
193900,New York University,53308,51828,50464,49062,47750,46170,44848,43204,
218414,Newberry College,27400,26424,25900,25600,25000,24300,23800,23575,
167251,Newbury College,,35540,34470,33510,31408,29930,28950,27850,
155335,Newman University,31906,30750,29200,27556,26030,24800,23650,22238,
193973,Niagara University,34510,33180,31950,30950,29900,29060,28200,27230,
167260,Nichols College,35940,35000,34000,33400,33300,32370,32370,31700,
461795,North American University,9900,9900,9900,11900,11900,11900,11700,11700,
199209,North Carolina Wesleyan College,31650,30750,29900,29150,28150,27400,26632,25760,
147660,North Central College,40040,38880,37749,36654,35421,34230,32613,31071,
174437,North Central University,25090,24240,23480,22240,21586,20776,19996,19066,
218441,North Greenville University,21120,19750,19150,17594,16290,15510,14772,13936,
147679,North Park University,31030,29860,28620,27210,25860,24600,23350,22150,
439817,Northeastern Seminary,,,,,,,,,
167358,Northeastern University,53506,51522,49497,47653,45530,43440,41686,40086,
147697,Northern Baptist Theological Seminary,,,,,,,,,
239512,Northland College,37516,36183,35157,33432,32754,31480,29990,28568,
239503,Northland International University,,,,,,13380,13380,13080,
217606,Northpoint Bible College,13080,12380,12054,11510,11150,10790,10430,9980,
443030,NorthShore University HealthSystem School of Nurse Anesthesia,,,,,,,,,
460941,Northwest Institute of Literary Arts,,,,,,,,,
142461,Northwest Nazarene University,31050,29800,29000,28650,28150,27340,26550,25190,
236133,Northwest University,32960,31540,30320,29200,28087,26968,25934,24706,
154101,Northwestern College,32300,31100,30200,29500,28950,27860,26764,25740,
174507,Northwestern Health Sciences University,12780,10996,10684,10396,11636,11636,11880,11739,
120166,Northwestern Polytechnic University,8720,,,,,8720,8300,8170,
147767,Northwestern University,56691,54568,52678,50855,49047,47251,45527,43779,
171492,Northwood University,28080,27060,26080,25130,24170,23132,22130,20996,
136206,Northwood University-Florida,,,,,,23132,22130,20996,
227243,Northwood University-Texas,,,,,10200,23132,22130,20996,
230995,Norwich University,41496,40014,38662,37354,36092,34704,33371,31782,
204468,Notre Dame College,30160,30160,29300,28300,27520,26844,26344,25514,
120184,Notre Dame de Namur University,36596,35350,34196,33268,32608,31822,31126,30522,
163578,Notre Dame of Maryland University,38340,36900,36070,35019,33670,33010,32050,30850,
160029,Notre Dame Seminary Graduate School of Theology,,,,,,,,,
136215,Nova Southeastern University,32110,30900,29930,28736,27660,26700,25430,24414,
194161,Nyack College,25500,25350,25350,24850,24300,23800,23250,22500,
221254,O'More College of Design,,,29880,28176,27360,26688,26160,25000,
174525,Oak Hills Christian College,17314,17314,17314,16980,16165,15759,15300,14670,
152099,Oakland City University,24300,24000,23700,23400,22800,19800,19200,18600,
101912,Oakwood University,19990,19732,16720,16750,16720,16720,16234,15414,
204501,Oberlin College,56822,55052,53460,52002,50582,48682,46870,44905,
227289,Oblate School of Theology,,,,,,,,,
120254,Occidental College,56576,54686,52838,51070,49248,47522,46652,44570,
140696,Oglethorpe University,39580,38100,36680,35280,33800,32500,31280,30150,
201964,Ohio Christian University,21390,20806,20240,19540,18840,17720,17720,17350,
204547,Ohio College of Podiatric Medicine,,,,,,,,,
204617,Ohio Dominican University,31680,31080,31080,31080,30270,29430,28932,28104,
206002,Ohio Mid-Western College,,,,,,10944,10944,10944,
204635,Ohio Northern University,33440,32260,30990,29820,28810,28050,36720,35678,
237640,Ohio Valley University,21900,21900,21250,20460,19840,19260,18750,18100,
204909,Ohio Wesleyan University,47130,45760,44690,44090,43230,41920,40510,39150,
194189,Ohr Hameir Theological Seminary,12000,11750,11250,10500,10000,9500,9000,8300,
207403,Oklahoma Baptist University,30044,28258,26840,25310,24000,22800,21842,20796,
207324,Oklahoma Christian University,23850,22760,21670,20840,19890,19120,18800,18800,
207458,Oklahoma City University,32594,31026,30726,30726,30726,30726,29426,27500,
206835,Oklahoma Wesleyan University,27996,27136,26090,25070,24108,23180,22252,21140,
171599,Olivet College,28692,27680,26695,25560,24816,23800,23021,21971,
147828,Olivet Nazarene University,37070,36070,34940,33940,32790,31390,29890,28090,
461120,Omega Graduate School,,,,,,,,,
207582,Oral Roberts University,30070,27728,26792,25676,24792,23410,22508,21576,
209533,Oregon College of Art and Craft,,34850,33200,32130,29580,28320,27145,24900,
369659,Oregon College of Oriental Medicine,,,,,,,,,
120403,Otis College of Art and Design,48380,46860,45620,44020,42314,40490,39430,38300,
442897,Ottawa University-Jeffersonville,,,,,,11670,,10300,
155636,Ottawa University-Kansas City,,,,,,11670,,10840,
428259,Ottawa University-Milwaukee,,,,,,11670,,10480,
454582,Ottawa University-Online,12316,,,,,11670,,11020,
155627,Ottawa University-Ottawa,30805,30050,28550,27096,26204,25154,23964,23000,
105367,Ottawa University-Phoenix,,,,,,11670,,10960,
204936,Otterbein University,32474,31874,31874,31874,31624,31442,31424,30658,
107512,Ouachita Baptist University,27900,26790,25870,24940,24120,23320,22370,21440,
227331,Our Lady of the Lake University,29218,28740,28192,27160,26148,24596,23938,23420,
178679,Ozark Christian College,13220,12620,12720,12140,11800,11360,11040,10560,
194310,Pace University,46446,45280,43986,42772,41333,39697,38069,36614,
120740,Pacific Lutheran Theological Seminary,,,,,,,,,
236230,Pacific Lutheran University,43674,42436,40722,39450,37950,36530,34740,33100,
209603,Pacific Northwest College of Art,40375,38250,36440,34500,33070,33714,32417,32064,
455406,Pacific Northwest University of Health Sciences,,,,,,,,,
120768,Pacific Oaks College,13688,13688,,,,,,,
457484,Pacific Rim Christian University,11300,10460,10460,10460,10080,9282,8760,8280,
120795,Pacific School of Religion,,,,,,,,,
120838,Pacific States University,17100,16065,16005,16005,16005,16036,19340,19340,
120865,Pacific Union College,30813,30060,29469,28629,29064,28131,27480,26640,
209612,Pacific University,46402,44298,42594,41054,39858,38510,37024,35260,
140720,Paine College,16096,16096,14226,14224,14224,13332,13332,12502,
136330,Palm Beach Atlantic University,32500,31450,29950,28520,27150,26274,25532,24800,
154174,Palmer College of Chiropractic,,9225,9096,8919,8748,8556,8388,8145,
120698,Palo Alto University,,,,,,,,,
121628,Pardee RAND Graduate School,,,,,,,,,
178721,Park University,11190,11572,10774,12130,11470,11170,10600,9788,
243823,Parker University,15564,15564,15564,15276,15052,14650,15230,,
121071,Patten University,,,,,,,,8036,
227429,Paul Quinn College,9125,8920,8495,8318,8275,13375,13525,12400,
194392,Paul Smiths College of Arts and Science,29313,28452,27621,27103,27130,26146,25261,24408,
204990,Payne Theological Seminary,,,,,,,,,
214883,Peirce College,15060,15060,15060,14472,14184,13800,17040,16500,
214971,Pennsylvania Academy of the Fine Arts,40376,38878,37096,36058,34410,32695,30380,29100,
215053,Pennsylvania College of Art and Design,26600,25850,25000,23800,22800,22000,20680,19680,
442356,Pennsylvania College of Health Sciences,29320,28412,27568,25510,24453,23045,21502,20150,
219842,Pentecostal Theological Seminary,,,,,,,,,
121150,Pepperdine University,55892,53932,51992,50022,48342,46692,44902,42772,
199306,Pfeiffer University,31060,30234,29574,28995,27125,25855,24150,22900,
215123,Philadelphia College of Osteopathic Medicine,,,,,,,,,
107600,Philander Smith College,13014,13014,12714,12714,12564,12564,12564,12464,
110307,Phillips Graduate University,,,,,,,,,
414966,Phillips Theological Seminary,,,,,,,,,
381459,Phoenix Seminary,,,,,,,,,
199315,Piedmont International University,,,,,9580,9580,12455,12340,
140818,Piedmont University,26692,25920,24464,23112,21990,21350,20730,19930,
440794,Pillar College,22756,21700,21076,20400,19440,18576,17204,16412,
458159,Pinchot University,,,,,,,,,
167455,Pine Manor College,31600,31660,30860,28780,27050,26180,24930,23744,
215424,Pittsburgh Theological Seminary,,,,,,,,,
121257,Pitzer College,56018,54056,52236,50430,48670,47020,45018,43402,
121309,Point Loma Nazarene University,36950,35700,34600,33500,32400,31406,30356,29510,
215442,Point Park University,32750,31450,30130,29030,28250,27190,26170,25190,
138868,Point University,21185,20600,20600,19200,18500,17650,17400,17400,
194541,Polytechnic Institute of New York University,,,,,,,41328,39566,
456481,Polytechnic University of Puerto Rico-Miami,12945,12525,12090,11940,11925,11925,11895,11895,
456490,Polytechnic University of Puerto Rico-Orlando,12630,12030,11580,11085,10915,10920,10920,10920,
121345,Pomona College,54762,52780,51075,49352,47620,45832,43580,41438,
205027,Pontifical College Josephinum,24182,22300,22092,22092,21748,21038,20614,20026,
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,,,,,,,,,
455813,Pontifical John Paul II Institute for Studies on Marriage and Family,,,,,,,,,
167464,Pope St John XXIII National Seminary,,,,,,,,,
194578,Pratt Institute-Main,53824,51870,50038,48154,46586,44804,43126,41092,
218539,Presbyterian College,39460,38660,37842,37142,36130,34828,33650,32680,
105589,Prescott College,32553,31485,30501,28943,27503,26415,29732,28820,
219295,Presentation College,21375,20375,19830,19090,18358,17875,17014,16205,
186122,Princeton Theological Seminary,,,,,,,,,
186131,Princeton University,52800,50340,47140,45320,43450,41820,40170,39537,
148016,Principia College,30190,29470,28920,27980,27440,26850,25980,25960,
455770,Providence Christian College,31846,30370,29372,28014,27173,25680,24222,22686,
217402,Providence College,52438,50528,48764,46970,45400,44323,43245,42206,
199412,Queens University of Charlotte,35720,34684,33532,32560,32560,30910,29800,27576,
148131,Quincy University,30450,28562,27770,27128,26998,26572,25834,25180,
130226,Quinnipiac University,49280,47960,46780,43940,42270,40670,39330,38000,
384421,Rabbi Jacob Joseph School,11950,11900,11900,11900,11400,10900,10900,10900,
194657,Rabbinical Academy Mesivta Rabbi Chaim Berlin,12450,12450,12450,12450,12250,12250,11900,11400,
194693,Rabbinical College Beth Shraga,14050,13550,12950,12450,12050,11550,11050,10550,
194666,Rabbinical College Bobover Yeshiva Bnei Zion,7850,7750,7750,7750,7750,7750,8960,8960,
186186,Rabbinical College of America,11500,11500,11100,11100,11000,10700,10700,10700,
194675,Rabbinical College of Ch'san Sofer New York,,,,,8000,8000,8000,8000,
194736,Rabbinical College of Long Island,8800,8800,8800,8800,8800,8800,8800,9150,
405854,Rabbinical College of Ohr Shimon Yisroel,14600,13600,13600,12100,11600,11600,10900,10000,
205124,Rabbinical College Telshe,13100,13100,10800,10500,10300,9900,9600,8100,
194718,Rabbinical Seminary Mkor Chaim,,,,,,6675,6675,6675,
194763,Rabbinical Seminary of America,9800,9800,9800,10300,9600,8800,8000,8000,
231837,Radford University-Carilion,11350,26886,25850,25150,24400,23380,22400,21330,
207157,Randall University,15920,15108,13640,13040,12340,11980,11600,10926,
233301,Randolph College,41131,39585,38155,36770,35410,34110,32850,31540,
233295,Randolph-Macon College,42550,41300,40000,38730,37600,36340,34850,33525,
178891,Ranken Technical College,14889,14457,14457,14457,14457,14457,14457,14134,
215619,Reconstructionist Rabbinical College,,,,,,,,,
209922,Reed College,58440,56340,54200,52150,49940,47760,46010,44460,
215628,Reformed Presbyterian Theological Seminary,,,,,11520,11088,,,
231651,Regent University,18620,18380,17288,16438,16478,16478,15838,15308,
167598,Regis College,42650,41015,39820,39040,37540,35750,34380,33060,
127918,Regis University,38180,36810,35610,34450,33710,33060,32424,31800,
140872,Reinhardt University,24300,23300,22422,21644,20266,19196,18670,18070,
475033,Relay Graduate School of Education,,,,,,,,,
457183,Remington College of Nursing Orlando,,,,,,,,,
460783,Remington College-Heathrow Campus,12768,13634,11901,11901,11901,14250,14250,14250,
372958,Remington College-Honolulu Campus,16614,16684,16950,16950,16950,16950,16950,16140,
135939,Remington College-Tampa Campus,,,,,15478,15478,15995,14695,
129428,Rensselaer at Hartford,,,,,,,,,
194824,Rensselaer Polytechnic Institute,55378,53880,52305,50797,49341,47908,46269,44475,
149763,Resurrection University,,,,,,,,,
217493,Rhode Island School of Design,52860,50960,48370,47110,45840,44594,42932,41332,
221351,Rhodes College,49198,47890,46504,44942,43224,41572,39794,38092,
227757,Rice University,49112,47350,45608,43918,42253,40566,38941,37292,
441104,Richmont Graduate University,,,,,,,,,
186283,Rider University,44460,42860,41310,39820,38360,36830,35270,33420,
136774,Ringling College of Art and Design,47970,46420,44560,43040,42020,40040,38540,36640,
475185,Rio Grande Bible Institute,,,,2900,2430,2100,2074,1880,
239628,Ripon College,45113,43808,41835,39142,36514,33482,31604,30110,
183211,Rivier University,33540,32140,31090,30000,29700,28900,28055,26905,
233426,Roanoke College,45559,44155,42819,41429,39791,38177,36597,34971,
215655,Robert Morris University,31200,30300,29420,28250,27194,26054,25114,24064,
148335,Robert Morris University Illinois,29400,28050,26700,25800,25200,23700,22800,22200,
194958,Roberts Wesleyan College,32494,31568,30686,29540,28630,28068,27364,26324,
195003,Rochester Institute of Technology,45890,42345,40068,38568,37124,35768,34424,33258,
170967,Rochester University,23996,23282,22312,21662,21028,20486,19920,20010,
195049,Rockefeller University,,,,,,,,,
148405,Rockford University,32100,30930,30050,29180,28330,27530,26710,26310,
179043,Rockhurst University,38760,37590,36590,35670,34790,32865,31290,29840,
180595,Rocky Mountain College,29552,28572,27566,26666,25742,24530,23718,22892,
217518,Roger Williams University,36978,34522,33336,32100,31800,31750,31668,31618,
409616,Roger Williams University School of Law,,,,,,,,,
136950,Rollins College,51700,49760,48335,46520,44760,43080,41460,39900,
148487,Roosevelt University,30876,29832,28963,28119,27300,26900,26500,25950,
145558,Rosalind Franklin University of Medicine and Science,,,,,,,,,
152318,Rose-Hulman Institute of Technology,51927,49871,48012,46210,45141,43683,42654,41478,
445735,Roseman University of Health Sciences,,,,,,,,,
215691,Rosemont College,20500,19900,19486,19480,32500,31580,30950,30450,
148511,Rush University,,,,,,,,,
195128,Russell Sage College,31883,30857,29864,28805,28400,28200,28000,28000,
176318,Rust College,9900,9900,9700,9500,9500,9286,8900,8300,
172033,Sacred Heart Major Seminary,20495,19900,19325,18746,18029,17507,17000,16505,
239637,Sacred Heart Seminary and School of Theology,,,,,,,,,
130253,Sacred Heart University,43070,41420,39820,38300,37170,35750,35050,34030,
154235,Saint Ambrose University,31812,30894,30016,29150,28380,27540,26740,25970,
183239,Saint Anselm College,41800,41200,40200,39036,37904,36546,35204,33775,
149028,Saint Anthony College of Nursing,26692,25948,25342,24314,,,,,
148876,Saint Augustine College,11736,11400,13200,13200,9840,9576,9120,8760,
199582,Saint Augustine's University,17890,17890,17890,17890,17890,17890,17890,17160,
157632,Saint Catharine College,,,,,19857,18926,18106,18106,
216047,Saint Charles Borromeo Seminary-Overbrook,21913,20655,20655,20655,20050,19500,19500,19150,
227845,Saint Edward's University,47440,45428,43300,41178,38720,36550,33720,31110,
186618,Saint Elizabeth University,34226,33596,33131,32282,31688,31095,31095,29907,
148575,Saint Francis Medical Center College of Nursing,,,,,,,,,
215743,Saint Francis University,38170,36410,35066,33344,32178,31078,29992,28878,
195720,Saint John Fisher College,35150,34310,33120,31880,30690,29550,28430,27370,
167677,Saint John's Seminary,,24915,,22650,22650,21650,17750,16750,
174792,Saint Johns University,46546,44990,43356,41732,40226,38704,37162,35486,
160409,Saint Joseph Seminary College,19490,18230,17868,16913,16913,16598,16140,15500,
161518,Saint Joseph's College of Maine,36720,35650,34610,33600,32620,31920,30990,30030,
215770,Saint Joseph's University,46550,44974,43880,43020,42180,40580,39040,37830,
152363,Saint Josephs College,,,,30080,28690,27890,27350,27350,
195571,Saint Josephs Seminary and College,,,,,,,,,
137032,Saint Leo University,23750,23020,22220,21440,20830,20420,19920,19370,
179256,Saint Louis Christian College,13680,11560,11610,11240,10075,9145,8215,15700,
179159,Saint Louis University,45424,43884,42166,40726,39226,37966,36726,35256,
179450,Saint Luke's College of Health Sciences,11850,,,,,,,,
236452,Saint Martin's University,38560,37356,35656,34356,33194,31688,30284,28740,
152390,Saint Mary's College,43900,42220,40800,38880,37400,35970,34600,33280,
123554,Saint Mary's College of California,49188,47280,45686,44360,42930,41380,39890,38450,
174817,Saint Mary's University of Minnesota,36670,35110,33560,32575,31335,30315,29315,28320,
152381,Saint Mary-of-the-Woods College,30500,29960,29510,28932,28932,28351,27672,27672,
152451,Saint Meinrad School of Theology,,,,,,,,,
231059,Saint Michael's College,47045,45375,43640,41975,40750,39375,39015,37510,
239716,Saint Norbert College,39529,38129,36593,35381,34237,33023,31866,30675,
179317,Saint Paul School of Theology,,,,,,,,,
233499,Saint Pauls College,,,,,,,,13710,
186432,Saint Peter's University,38760,37486,36402,35192,34198,33232,32284,31220,
215798,Saint Vincent College,36510,35462,34430,33426,32392,31370,30350,29846,
136701,Saint Vincent de Paul Regional Seminary,,,,,,,,,
215813,Saint Vincent Seminary,,,,,,,,,
195580,Saint Vladimirs Orthodox Theological Seminary,,,,,,,,,
148627,Saint Xavier University,34380,33880,33380,32250,30920,30100,28970,28110,
199607,Salem College,30016,29166,28566,27406,26236,25356,24566,23839,
